Product Interest,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Treadclimber,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,,6/23/2017,6/19/2017,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,6/23/2017,6/19/2017,1,Online Display,Web
Bowflex HVT,CAM50745 1800HVT,Internal,,6/23/2017,6/19/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM51110 OLN*C120M101VKST,Kingstar Media,,6/23/2017,6/19/2017,1,Short Form,Call Center Internal
Treadclimber,CAM51110 OLN*C120M101VKST,Kingstar Media,,6/23/2017,6/19/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/24/2017,6/19/2017,5,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/24/2017,6/19/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/24/2017,6/19/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30851 icaosgcwsl6,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,2,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,6/24/2017,6/19/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,6/24/2017,6/19/2017,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/24/2017,6/19/2017,2,Electronic - Short Form,Web
Treadclimber,CAM45694 ICASESF14B,Kingstar Media,,6/24/2017,6/19/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48225 ICAOXFBESCODE001,Social Code,,6/24/2017,6/19/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50726 ICAODG2EDL2,TouchPoint Integrated Communications,,6/24/2017,6/19/2017,1,Online Search,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/25/2017,6/19/2017,5,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/25/2017,6/19/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/25/2017,6/19/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Web
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,3,Online Shopping,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/25/2017,6/19/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM47271 ICAOSGCESL10,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48987 ICAOSBCESL12,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Search,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,6/25/2017,6/19/2017,1,Online Display,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,6/26/2017,6/26/2017,6/26/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,6/26/2017,6/26/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,6/26/2017,6/26/2017,6/26/2017,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50592 FGHTC120MX121KST,Kingstar Media,6/26/2017,6/26/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50604 TSN2C120MX121KST,Kingstar Media,6/26/2017,6/26/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50606 ZEETC120MX121KST,Kingstar Media,6/26/2017,6/26/2017,6/26/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,6/26/2017,6/26/2017,6/26/2017,1,Online Display,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,6/27/2017,6/27/2017,6/26/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,6/27/2017,6/27/2017,6/26/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,6/27/2017,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,6/27/2017,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,6/27/2017,6/27/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,6/27/2017,6/27/2017,6/26/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,6/27/2017,6/27/2017,6/26/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45839 ICAOSGCESL6,TouchPoint Integrated Communications,6/27/2017,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM50608 KVOSC120MX121KST,Kingstar Media,6/27/2017,6/27/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,6/27/2017,6/27/2017,6/26/2017,1,Online Display,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,6/28/2017,6/28/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,6/28/2017,6/28/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,6/28/2017,6/28/2017,6/26/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM47271 ICAOSGCESL10,TouchPoint Integrated Communications,6/28/2017,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,6/28/2017,6/28/2017,6/26/2017,1,Online Social,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,6/29/2017,6/29/2017,6/26/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,6/29/2017,6/29/2017,6/26/2017,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,6/29/2017,6/29/2017,6/26/2017,1,Online Display,Web
Treadclimber,CAM12349 SAWENHTC,TouchPoint Integrated Communications,6/30/2017,6/30/2017,6/26/2017,1,Online,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,6/30/2017,6/30/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/1/2017,7/1/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50589 CHCHC120MX121KST,Kingstar Media,7/1/2017,7/1/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50606 ZEETC120MX121KST,Kingstar Media,7/1/2017,7/1/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,7/2/2017,7/2/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/2/2017,7/2/2017,6/26/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,7/2/2017,7/2/2017,6/26/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,7/2/2017,7/2/2017,6/26/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM35680 INTELEMEDIACA,- None -,7/2/2017,7/2/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,7/2/2017,7/2/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,7/2/2017,7/2/2017,6/26/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/3/2017,7/1/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Brand,CAM29862 icawbowflexca,Internal,,6/26/2017,6/26/2017,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/26/2017,6/26/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/26/2017,6/26/2017,4,Electronic - UnSourced,Web
Bowflex Revolution,CAM29862 icawbowflexca,Internal,,6/26/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/26/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44210 SAWICAOSGCD,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,2,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/26/2017,6/26/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/26/2017,6/26/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48225 ICAOXFBESCODE001,Social Code,,6/26/2017,6/26/2017,1,Online Social,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,6/27/2017,6/26/2017,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,Internal,,6/27/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,Internal,,6/27/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,Internal,,6/27/2017,6/26/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/27/2017,6/26/2017,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/27/2017,6/26/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/27/2017,6/26/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,6/27/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Search,Call Center Internal
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,3,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44423 icaosgcdsl10,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,2,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/27/2017,6/26/2017,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45838 ICAOSGCESL5,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48225 ICAOXFBESCODE001,Social Code,,6/27/2017,6/26/2017,1,Online Social,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,6/27/2017,6/26/2017,2,Online Social,Web
Bowflex Home Gyms,CAM48236 ICAOXFBGSCODE002,Social Code,,6/27/2017,6/26/2017,1,Online Social,Web
Treadclimber,CAM50718 ICAODG2TDL1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,6/27/2017,6/26/2017,1,Online Display,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/28/2017,6/26/2017,7,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/28/2017,6/26/2017,5,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/28/2017,6/26/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,6/28/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,2,Online Search,Call Center Internal
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,3,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,5,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,6/28/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Brand,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44423 icaosgcdsl10,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,3,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/28/2017,6/26/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48225 ICAOXFBESCODE001,Social Code,,6/28/2017,6/26/2017,1,Online Social,Call Center Internal
Treadclimber,CAM48225 ICAOXFBESCODE001,Social Code,,6/28/2017,6/26/2017,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,6/28/2017,6/26/2017,2,Online Social,Web
Bowflex Max Trainer,CAM48326 P1115ADATCSCOLL,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Print,Call Center Internal
Treadclimber,CAM50718 ICAODG2TDL1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,2,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,6/28/2017,6/26/2017,1,Online Display,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/29/2017,6/26/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/29/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/29/2017,6/26/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,6/29/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/29/2017,6/26/2017,4,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/29/2017,6/26/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/29/2017,6/26/2017,2,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,6/29/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,6/29/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,6/29/2017,6/26/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,,6/29/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/29/2017,6/26/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/29/2017,6/26/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM51530 DISAN60*M350STIC,TouchPoint Integrated Communications,,6/29/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,6/30/2017,6/26/2017,2,Un-Sourced,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,Internal,,6/30/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,6/30/2017,6/26/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,6/30/2017,6/26/2017,6,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,6/30/2017,6/26/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29865 SAWADHERETC,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online,Call Center Internal
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,2,Online Search,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,3,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,2,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,3,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,4,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM34632 SAWDODG2D,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Display,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44423 icaosgcdsl10,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Search,Web
Treadclimber,CAM45569 SAWDOVRFT,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Video,Call Center Internal
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,3,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,6/30/2017,6/26/2017,1,Electronic - Short Form,Web
Bowflex Home Gyms,CAM47271 ICAOSGCESL10,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,6/30/2017,6/26/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,3,Online Display,Web
Bowflex Home Gyms,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51229 TVGDN60*SOFTYTIC,TouchPoint Integrated Communications,,6/30/2017,6/26/2017,1,Short Form,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,Internal,,7/1/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/1/2017,6/26/2017,7,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/1/2017,6/26/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/1/2017,6/26/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30851 icaosgcwsl6,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,4,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,7/1/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,7/1/2017,6/26/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,2,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,4,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Shopping,Web
