AdID Product Interest,PI Purchased (Item PI),Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,9/5/2016,9/9/2016,2,2498.00
Bowflex Max Trainer,Bowflex Home Gyms,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/5/2016,9/9/2016,0,29.95
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/5/2016,9/9/2016,1,1899.00
Bowflex Max Trainer,Bowflex Home Gyms,Online Social,CAM48225 ICAOXFBESCODE001,Web,9/5/2016,9/9/2016,0,29.95
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48225 ICAOXFBESCODE001,Web,9/5/2016,9/9/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Online Social,CAM48225 ICAOXFBESCODE001,Web,9/5/2016,9/9/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM48863 TSN*C120J14FSKST,Call Center Internal,9/5/2016,9/9/2016,1,1904.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM48863 TSN*C120J14FSKST,Call Center Internal,9/5/2016,9/9/2016,0,99.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM49339 SPKEN120HAM7*TIC,Call Center Internal,9/5/2016,9/9/2016,1,588.00
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/5/2016,9/9/2016,1,1999.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,9/5/2016,9/10/2016,1,2599.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,9/5/2016,9/10/2016,1,1899.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/5/2016,9/10/2016,0,178.95
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/5/2016,9/10/2016,2,3148.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/5/2016,9/10/2016,1,2937.09
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,Web,9/5/2016,9/10/2016,1,2058.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/5/2016,9/10/2016,2,3312.97
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,9/5/2016,9/10/2016,4,7755.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/5/2016,9/10/2016,2,2498.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,9/5/2016,9/10/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/5/2016,9/10/2016,2,3148.00
Treadclimber,Bowflex Max Trainer,Online Social,CAM48221 ICAOXFBTSCODE002,Web,9/5/2016,9/10/2016,1,1899.00
Treadclimber,Bowflex Max Trainer,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,9/5/2016,9/10/2016,1,2058.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/5/2016,9/10/2016,1,1249.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/5/2016,9/10/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,9/5/2016,9/11/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,9/5/2016,9/11/2016,2,3148.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/5/2016,9/11/2016,1,1899.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/5/2016,9/11/2016,0,237.98
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/5/2016,9/11/2016,1,1899.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/5/2016,9/11/2016,2,1654.97
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,9/5/2016,9/11/2016,2,3957.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,9/5/2016,9/11/2016,0,99.00
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,Web,9/5/2016,9/11/2016,1,2949.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/5/2016,9/11/2016,0,203.95
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,9/5/2016,9/11/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/5/2016,9/11/2016,2,3798.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,9/5/2016,9/11/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,9/5/2016,9/11/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45847 ICAOSBCESL7,Web,9/5/2016,9/11/2016,2,3148.00
Treadclimber,Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,Web,9/5/2016,9/11/2016,1,2569.10
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/5/2016,9/11/2016,2,3848.00
Treadclimber,Bowflex Max Trainer,Electronic - Print,CAM44559 P0314COOKLTTC20B,Call Center Internal,9/12/2016,9/12/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,9/12/2016,9/12/2016,1,3108.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/12/2016,0,34.99
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/12/2016,3,5097.00
Bowflex Brand,Bowflex Revolution,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/12/2016,1,3099.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/12/2016,0,268.99
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/12/2016,0,.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/12/2016,0,292.96
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/12/2016,1,2308.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/12/2016,2,1367.00
Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,9/12/2016,9/12/2016,2,3798.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,9/12/2016,9/12/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,9/12/2016,9/12/2016,2,3148.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,9/12/2016,9/12/2016,1,2058.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/12/2016,0,193.91
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/12/2016,2,4457.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/12/2016,1,528.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/12/2016,3,6397.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,9/12/2016,9/12/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM48867 VISNC120J14FSKST,Call Center Internal,9/12/2016,9/12/2016,1,1899.00
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/12/2016,9/12/2016,2,3407.00
Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/12/2016,9/12/2016,1,2912.99
Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,9/12/2016,9/12/2016,1,3878.10
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/12/2016,2,3198.00
Treadclimber,Bowflex Max Trainer,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,9/12/2016,9/13/2016,1,1899.00
Bowflex Brand,- None -,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/13/2016,0,189.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/13/2016,2,4166.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/13/2016,0,99.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/13/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/13/2016,2,3798.00
Bowflex Brand,Treadclimber,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,9/12/2016,9/13/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,9/12/2016,9/13/2016,1,2158.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,9/12/2016,9/13/2016,1,1249.00
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/13/2016,1,4028.10
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/13/2016,0,308.97
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/13/2016,1,3117.98
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/13/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/13/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/12/2016,9/13/2016,1,1899.00
Treadclimber,Bowflex Max Trainer,Online Social,CAM47524 DOXFBTMOMDAY15J,Call Center Internal,9/12/2016,9/13/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM45916 ICAOXFBERESPONSE,Web,9/12/2016,9/13/2016,1,1899.00
Treadclimber,Bowflex Max Trainer,Online Social,CAM48221 ICAOXFBTSCODE002,Web,9/12/2016,9/13/2016,1,1899.00
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/12/2016,9/13/2016,1,1549.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/13/2016,1,1458.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/13/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/14/2016,1,1249.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,9/12/2016,9/14/2016,1,2599.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/14/2016,1,1786.98
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/14/2016,6,11062.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/14/2016,3,1736.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/14/2016,0,99.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,9/12/2016,9/14/2016,0,219.00
Bowflex Selecttech Dumbbells,Bowflex Max Trainer,Online Search,CAM44210 SAWICAOSGCD,Call Center Internal,9/12/2016,9/14/2016,1,2599.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44210 SAWICAOSGCD,Call Center Internal,9/12/2016,9/14/2016,1,807.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45849 ICAOSBCESL9,Call Center Internal,9/12/2016,9/14/2016,1,1899.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45849 ICAOSBCESL9,Call Center Internal,9/12/2016,9/14/2016,1,449.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/14/2016,0,148.97
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,9/12/2016,9/14/2016,1,449.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/14/2016,2,4498.00
Treadclimber,Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,Web,9/12/2016,9/14/2016,0,18.98
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/12/2016,9/14/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48225 ICAOXFBESCODE001,Web,9/12/2016,9/14/2016,1,1299.00
Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,9/12/2016,9/14/2016,1,3779.10
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/14/2016,3,3747.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,9/12/2016,9/15/2016,1,1249.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/15/2016,1,1848.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/15/2016,1,2058.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/15/2016,1,1848.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/15/2016,3,6397.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/15/2016,1,449.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,9/12/2016,9/15/2016,1,1899.00
Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Online Search,CAM49687 SAWDOSBIG,Call Center Internal,9/12/2016,9/15/2016,1,699.00
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/15/2016,1,2956.07
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/15/2016,1,1057.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/12/2016,9/15/2016,1,1899.00
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,9/12/2016,9/15/2016,1,2048.00
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/12/2016,9/15/2016,1,1549.00
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/12/2016,9/15/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/15/2016,1,1899.00
Treadclimber,Bowflex Max Trainer,Electronic - Print,CAM38406 SAWDPETPRINT12F,Call Center Internal,9/12/2016,9/16/2016,1,1899.00
Treadclimber,Treadclimber,Electronic - Print,CAM38406 SAWDPETPRINT12F,Call Center Internal,9/12/2016,9/16/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,9/12/2016,9/16/2016,1,1249.00
Bowflex Home Gyms,Bowflex Home Gyms,Electronic - UnSourced,CAM128 1800BOWFLEX_CAB,Call Center Internal,9/12/2016,9/16/2016,1,1718.94
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/16/2016,3,5697.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/16/2016,1,588.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/16/2016,0,99.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/16/2016,3,5697.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,Call Center Internal,9/12/2016,9/16/2016,1,1848.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/16/2016,3,5697.00
Bowflex Brand,Bowflex Revolution,Online Search,CAM39397 icaosgcwsl29,Web,9/12/2016,9/16/2016,1,3398.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,Web,9/12/2016,9/16/2016,1,1408.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/16/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45838 ICAOSGCESL5,Web,9/12/2016,9/16/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,9/12/2016,9/16/2016,2,3798.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/12/2016,9/16/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM48744 FOX*NVODJ14FSTIC,Call Center Internal,9/12/2016,9/16/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM48863 TSN*C120J14FSKST,Call Center Internal,9/12/2016,9/16/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49197 CANCC120J14FSKST,Call Center Internal,9/12/2016,9/16/2016,1,1249.00
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/12/2016,9/16/2016,0,389.96
Bowflex Revolution,Bowflex Revolution,Un-Sourced,CAM40829 1800REVOLUTION,Call Center Internal,9/12/2016,9/16/2016,1,3398.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/16/2016,2,4757.00
Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,9/12/2016,9/17/2016,1,2748.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/17/2016,1,1961.97
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/17/2016,2,3148.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/17/2016,3,2066.00
Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,9/12/2016,9/17/2016,1,1249.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,9/12/2016,9/17/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,9/12/2016,9/17/2016,1,1899.00
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/17/2016,1,2599.00
Treadclimber,Bowflex Selecttech Dumbbells,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/17/2016,0,268.99
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/17/2016,1,2707.07
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,Web,9/12/2016,9/17/2016,0,118.99
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,9/12/2016,9/17/2016,1,449.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/17/2016,2,3898.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,9/12/2016,9/17/2016,1,1299.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47273 ICAOSBCESL10,Web,9/12/2016,9/17/2016,1,2599.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/12/2016,9/17/2016,1,1458.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM49301 NGW*C120J14FSKST,Call Center Internal,9/12/2016,9/17/2016,1,2912.99
Bowflex Selecttech Dumbbells,Bowflex Home Gyms,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,9/12/2016,9/17/2016,0,14.99
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,9/12/2016,9/17/2016,1,838.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM48701 ICASESF15A,Web,9/12/2016,9/18/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,9/12/2016,9/18/2016,1,1899.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/18/2016,0,153.98
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/12/2016,9/18/2016,3,5697.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/18/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/12/2016,9/18/2016,2,3957.00
Treadclimber,Bowflex Max Trainer,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,9/12/2016,9/18/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,9/12/2016,9/18/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,9/12/2016,9/18/2016,0,99.00
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/18/2016,1,1899.00
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,9/12/2016,9/18/2016,2,7141.08
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/18/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/18/2016,3,5697.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,Web,9/12/2016,9/18/2016,1,588.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/12/2016,9/18/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Web,9/12/2016,9/18/2016,1,2758.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM47271 ICAOSGCESL10,Web,9/12/2016,9/18/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/12/2016,9/18/2016,2,5257.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/12/2016,9/18/2016,1,1899.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/19/2016,9/19/2016,2,3898.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,9/19/2016,9/19/2016,0,99.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/19/2016,9/19/2016,6,9653.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/19/2016,9/19/2016,2,1287.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,9/19/2016,9/19/2016,0,18.98
Bowflex Max Trainer,Treadclimber,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,9/19/2016,9/19/2016,1,2639.09
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,9/19/2016,9/19/2016,1,1549.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,9/19/2016,9/19/2016,1,1299.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM37662 icaosgcwsl23,Web,9/19/2016,9/19/2016,1,1899.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,9/19/2016,9/19/2016,3,2066.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,9/19/2016,9/19/2016,3,5665.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45624 ICAOSGCESL2,Web,9/19/2016,9/19/2016,0,268.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,9/19/2016,9/19/2016,3,5747.00
