AdID Product Interest,PI Purchased (Item PI),Market Channel,Ad ID,Media Agency,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,6/26/2017,7/1/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,6/26/2017,7/1/2017,1,2045.517
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,6/26/2017,7/1/2017,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44423 icaosgcdsl10,TouchPoint Integrated Communications,Web,6/26/2017,7/1/2017,1,855.512
Bowflex Selecttech Dumbbells,Bowflex Home Gyms,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,6/26/2017,7/1/2017,1,1493.015
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,6/26/2017,7/1/2017,1,855.512
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/26/2017,7/2/2017,0,125.139
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,6/26/2017,7/2/2017,0,367.53
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,6/26/2017,7/2/2017,1,2170.656
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,6/26/2017,7/2/2017,2,628.058
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,6/26/2017,7/2/2017,0,78.939
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,6/26/2017,7/2/2017,3,6567.062
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,6/26/2017,7/2/2017,0,.00
Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM32080 SAWDOFG2G,Internal,Call Center Internal,6/26/2017,7/2/2017,1,2045.517
Bowflex Home Gyms,Treadclimber,Online Shopping,CAM32080 SAWDOFG2G,Internal,Call Center Internal,6/26/2017,7/2/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,6/26/2017,7/2/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,6/26/2017,7/2/2017,1,1022.365
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM51357 ICAOXFBESCODECADAYB,Social Code,Web,6/26/2017,7/2/2017,1,1455.237
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,6/26/2017,7/2/2017,1,1651.997
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/3/2017,2,2359.546
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/3/2017,2,2989.178
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/3/2017,3,1350.561
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/3/2017,0,97.907
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/3/2017,1,2045.517
Bowflex Brand,Treadclimber,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/3/2017,0,.00
Bowflex Brand,Bowflex Revolution,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/3/2017,1,2753.853
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/3/2017,1,1022.365
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,7/3/2017,7/3/2017,1,2045.517
Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,7/3/2017,7/3/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM50594 GAMCC120MX121KST,Kingstar Media,Call Center Internal,7/3/2017,7/3/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/3/2017,1,2225.749
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/3/2017,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/3/2017,1,314.029
Treadclimber,Bowflex Selecttech Dumbbells,Online Search,CAM49424 DOSG2T,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/3/2017,1,550.141
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,7/3/2017,7/3/2017,1,1651.997
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,7/3/2017,7/4/2017,2,3500.754
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,7/3/2017,7/4/2017,0,.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/4/2017,0,144.371
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/4/2017,2,3012.002
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/4/2017,1,314.029
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/4/2017,1,2595.658
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,1,1580.376
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,1,2045.517
Bowflex Max Trainer,Treadclimber,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,1,2225.749
Bowflex Max Trainer,Treadclimber,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,1,1122.365
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,0,15.788
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,1,314.029
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,7/3/2017,7/4/2017,1,1580.376
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,7/3/2017,7/5/2017,1,1022.365
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/5/2017,0,92.927
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/5/2017,3,4365.711
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/5/2017,1,314.029
Bowflex Brand,Bowflex Revolution,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/5/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,3,5473.863
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,1,550.141
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,0,.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,0,145.913
Bowflex Home Gyms,Bowflex Home Gyms,Online Social,CAM51356 ICAOXFBGSCODECADAYB,Social Code,Web,7/3/2017,7/5/2017,1,1179.773
Bowflex Max Trainer,Bowflex Max Trainer,Digital - Info Kit,CAM51411 ICAEDIKE2017Q3,Internal,Web,7/3/2017,7/5/2017,1,2295.796
Bowflex Max Trainer,Treadclimber,Digital - Info Kit,CAM51411 ICAEDIKE2017Q3,Internal,Web,7/3/2017,7/5/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50520 ICAMEBMEM5729,Internal,Call Center Internal,7/3/2017,7/5/2017,0,180.232
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,1,2170.656
Bowflex Max Trainer,Treadclimber,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,2,2702.741
Bowflex Max Trainer,Bowflex Home Gyms,Online Video,CAM45400 DOVHULUEVL1,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/5/2017,0,167.632
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/5/2017,1,1611.858
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/5/2017,0,77.917
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/5/2017,0,172.362
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,3,1247.458
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,7/3/2017,7/5/2017,2,824.818
Treadclimber,Bowflex Max Trainer,Electronic - Print,CAM46880 QRTAHA,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/5/2017,1,1674.821
Treadclimber,Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Internal,Call Center Internal,7/3/2017,7/5/2017,1,2066.767
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,7/3/2017,7/5/2017,1,1455.237
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/6/2017,0,97.907
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/6/2017,2,2910.474
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/6/2017,4,1546.534
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,0,77.917
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,1455.237
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,2,800.42
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,0,77.917
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,2045.517
Bowflex Brand,Treadclimber,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,0,.00
Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,7/3/2017,7/6/2017,1,2225.749
Bowflex Home Gyms,Treadclimber,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,7/3/2017,7/6/2017,0,.00
Bowflex Home Gyms,Bowflex Home Gyms,Online Social,CAM51356 ICAOXFBGSCODECADAYB,Social Code,Web,7/3/2017,7/6/2017,1,1367.868
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,7/3/2017,7/6/2017,1,1556.765
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,1022.365
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/6/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,1580.376
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,1533.941
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM51357 ICAOXFBESCODECADAYB,Social Code,Web,7/3/2017,7/6/2017,1,2045.517
Bowflex Max Trainer,Treadclimber,Online Social,CAM51357 ICAOXFBESCODECADAYB,Social Code,Web,7/3/2017,7/6/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/6/2017,1,2006.165
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/6/2017,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,274.677
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44446 icaosbidsl1,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,550.141
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,3,1335.607
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM47283 ICAOSGCDSL12,TouchPoint Integrated Communications,Web,7/3/2017,7/6/2017,1,314.029
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,7/3/2017,7/6/2017,2,997.18
Treadclimber,Bowflex Max Trainer,Electronic - Print,CAM46878 QRTWOMENSWORLD,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/6/2017,1,1556.765
Treadclimber,Treadclimber,Print,CAM28190 808DVDKT6WK,- None -,Call Center Internal,7/3/2017,7/6/2017,0,15.788
Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,7/3/2017,7/6/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/7/2017,2,4216.173
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/7/2017,2,1149.984
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/7/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/7/2017,2,3625.893
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/7/2017,1,314.029
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/7/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50170 ICAMEBMEM5690,Internal,Call Center Internal,7/3/2017,7/7/2017,0,70.047
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/7/2017,1,1022.365
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM51357 ICAOXFBESCODECADAYB,Social Code,Web,7/3/2017,7/7/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM50592 FGHTC120MX121KST,Kingstar Media,Call Center Internal,7/3/2017,7/7/2017,1,2170.656
Bowflex Max Trainer,Treadclimber,Short Form,CAM50592 FGHTC120MX121KST,Kingstar Media,Call Center Internal,7/3/2017,7/7/2017,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/7/2017,3,1414.311
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,7/3/2017,7/7/2017,1,713.845
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,7/3/2017,7/7/2017,2,3381.911
Treadclimber,Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/7/2017,1,1663.795
Treadclimber,Treadclimber,Online Social,CAM51355 ICAOXFBTSCODECADAYB,Social Code,Web,7/3/2017,7/7/2017,1,1651.997
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/8/2017,4,7897.159
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/8/2017,3,1168.754
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/8/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,1,1455.237
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,7/3/2017,7/8/2017,1,1257.69
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,1,2170.656
Bowflex Max Trainer,Treadclimber,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,3,5159.834
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,0,77.917
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM51357 ICAOXFBESCODECADAYB,Social Code,Web,7/3/2017,7/8/2017,2,3931.265
Bowflex Max Trainer,Treadclimber,Online Social,CAM51357 ICAOXFBESCODECADAYB,Social Code,Web,7/3/2017,7/8/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51517 SPKEN60*M350CTIC,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/8/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,7/3/2017,7/8/2017,1,1815.701
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,2,761.068
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/8/2017,2,864.17
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,7/3/2017,7/9/2017,2,2547.648
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,7/3/2017,7/9/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/9/2017,3,4955.991
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/9/2017,3,1286.81
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/3/2017,7/9/2017,1,1925.887
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/9/2017,1,1455.237
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,2,2437.463
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,1247.504
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,4,1665.876
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,2,3303.669
Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,1533.941
Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Online Shopping,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,471.437
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/9/2017,1,1455.237
Bowflex Max Trainer,Treadclimber,Online Search,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/9/2017,0,97.907
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,1455.237
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,1533.941
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,314.029
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Social,CAM48231 ICAOXFBDSCODE002,Social Code,Web,7/3/2017,7/9/2017,1,550.141
Treadclimber,Bowflex Max Trainer,Online Search,CAM30896 SAWICAOSGCT,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/9/2017,1,2045.517
Treadclimber,Bowflex Selecttech Dumbbells,Online Search,CAM30896 SAWICAOSGCT,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/9/2017,1,855.512
Treadclimber,Treadclimber,Online Search,CAM30896 SAWICAOSGCT,TouchPoint Integrated Communications,Call Center Internal,7/3/2017,7/9/2017,0,.00
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,7/3/2017,7/9/2017,1,1651.997
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,7/10/2017,7/10/2017,1,1179.773
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/10/2017,7/10/2017,0,77.917
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/10/2017,7/10/2017,1,1681.904
Bowflex Brand,Bowflex Revolution,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,7/10/2017,7/10/2017,1,2753.853
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/10/2017,7/10/2017,7,10311.798
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/10/2017,7/10/2017,3,1664.59
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,7/10/2017,7/10/2017,2,4169.738
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/10/2017,7/10/2017,1,2045.517
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/10/2017,7/10/2017,3,1114.449
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,7/10/2017,7/10/2017,0,.00
Bowflex Home Gyms,Bowflex Home Gyms,Online Social,CAM51356 ICAOXFBGSCODECADAYB,Social Code,Web,7/10/2017,7/10/2017,1,1682.676
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,7/10/2017,7/10/2017,3,4365.711
Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,7/10/2017,7/10/2017,0,77.917
