Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM40821 1800BOWFLEX,Internal,,8/14/2017,8/14/2017,71603391,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,Internal,,8/14/2017,8/14/2017,71603392,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/14/2017,8/14/2017,71603393,Un-Sourced,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71603395,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71603600,Electronic - UnSourced,Web
Treadclimber,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71603702,Short Form,Call Center Internal
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71603703,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71603803,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71603903,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604003,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604103,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604104,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604203,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604303,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604403,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604503,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71604603,Electronic - UnSourced,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604604,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71604703,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71604704,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71604804,Electronic - UnSourced,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71604904,Electronic - Short Form,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71604905,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71604906,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605004,Electronic - UnSourced,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605005,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605006,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71605007,Online Search,Web
Treadclimber,CAM30796 SAWDOSG2G,Internal,,8/14/2017,8/14/2017,71605104,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/14/2017,8/14/2017,71605105,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605109,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605110,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605111,Online Search,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605209,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605210,Electronic - UnSourced,Web
Bowflex Catalog,CAM40820 1800BFXCATALOG,Internal,8/14/2017,8/14/2017,8/14/2017,71605309,Un-Sourced,Call Center Internal
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605310,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605410,Electronic - UnSourced,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605510,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71605611,Electronic - UnSourced,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605711,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71605712,Electronic - Short Form,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605713,Electronic - UnSourced,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605811,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605911,Electronic - Short Form,Web
Bowflex HVT,CAM51417 POPSFHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71605912,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71606011,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71606111,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606211,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/14/2017,8/14/2017,71606311,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/14/2017,8/14/2017,71606312,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45327 1800MAXTRAINER,Internal,,8/14/2017,8/14/2017,71606313,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45327 1800MAXTRAINER,Internal,,8/14/2017,8/14/2017,71606314,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71606316,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71606317,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606416,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606518,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606620,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606720,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606820,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606821,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71606822,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71606823,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71606824,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606825,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606920,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71606921,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71607020,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71607120,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71607220,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607221,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607320,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607420,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71607520,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607621,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607723,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607724,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71607725,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607823,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71607923,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71607924,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71607925,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71608023,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71608024,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608123,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608124,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71608224,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608324,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608325,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608424,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71608627,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71608628,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71608729,Electronic - Short Form,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71608830,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608831,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71608930,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609131,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609132,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609133,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609231,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609331,Electronic - UnSourced,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609332,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609333,Electronic - UnSourced,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609334,Online Search,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609431,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609432,Electronic - UnSourced,Web
Bowflex HVT,CAM51418 POPUNHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609531,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609631,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71609731,Electronic - UnSourced,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609732,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609831,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71609931,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610032,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610033,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610034,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71610035,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71610036,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71610037,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71610132,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610133,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610234,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610334,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610335,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610434,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610435,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610436,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610437,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610438,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610439,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610534,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610535,Electronic - UnSourced,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71610536,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610734,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610735,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610736,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610834,Online Search,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71610835,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610836,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71610934,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611035,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71611134,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611234,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611235,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611236,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611237,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611238,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611239,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611334,Electronic - UnSourced,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71611335,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611534,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611634,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611734,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,Internal,,8/14/2017,8/14/2017,71611834,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611835,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71611836,Online Display,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71611935,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71611936,Online Shopping,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71612036,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612137,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612237,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612337,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,11/2/2017,8/14/2017,8/14/2017,71612338,Online Shopping,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612437,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612438,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612439,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612440,Online Shopping,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612537,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612637,Online Shopping,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612738,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612838,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71612938,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71613038,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613039,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613140,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613240,Online Search,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613340,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613341,Online Shopping,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613440,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613541,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613641,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,11/4/2017,8/14/2017,8/14/2017,71613642,Online Shopping,Web
Bowflex Max Trainer,CAM50175 POPUNBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613742,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50176 POPDISBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613843,Online Display,Web
Bowflex Selecttech Dumbbells,CAM30793 SAWDOSG2D,Internal,,8/14/2017,8/14/2017,71613943,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50176 POPDISBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71613944,Online Display,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71614044,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71614147,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71614247,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71614347,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71614447,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71614547,Online Search,Web
Bowflex Max Trainer,CAM50033 P1216PLAYBOYMPO*,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71614752,Print,Call Center Internal
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71614753,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71614956,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71614957,Online Search,Web
Bowflex Max Trainer,CAM50176 POPDISBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71614958,Online Display,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71615056,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50176 POPDISBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615057,Online Display,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615058,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71615156,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71615256,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71615257,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71615356,Online Shopping,Web
Bowflex HVT,CAM51423 POPSEAHVT,Internal,8/14/2017,8/14/2017,8/14/2017,71615357,Online Search,Web
Bowflex Max Trainer,CAM50176 POPDISBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615458,Online Display,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615459,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615556,Online Shopping,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615657,Online Search,Web
Bowflex Max Trainer,CAM50176 POPDISBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615658,Online Display,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71615756,Online Search,Web
