Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/22/2015,5,1315.76
Online Shopping,CAM33967 dofnextcfeed1,5/18/2015,5/22/2015,1,2578.91
Online Search,CAM32308 SAWDOSMSNC,5/18/2015,5/23/2015,1,6.35
Online Search,CAM32376 dosg2csl1,5/18/2015,5/23/2015,3,387.91
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/23/2015,2,1094.41
Online Shopping,CAM33967 dofnextcfeed1,5/18/2015,5/23/2015,1,1596.44
Online Search,CAM32376 dosg2csl1,5/18/2015,5/24/2015,2,149.26
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/24/2015,1,53.40
Online Shopping,CAM33953 SAWDOFG2C,5/18/2015,5/24/2015,1,1588.94
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/24/2015,7,3498.40
Online Shopping,CAM33972 dofszcfeed1,5/18/2015,5/24/2015,1,52.99
Online Search,CAM32376 dosg2csl1,5/25/2015,5/25/2015,2,1116.27
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/25/2015,8,8035.19
Online Shopping,CAM33967 dofnextcfeed1,5/25/2015,5/25/2015,1,1058.94
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/25/2015,1,54.45
Online Search,CAM46039 DOSG2CSL10,5/25/2015,5/25/2015,1,864.92
Online Search,CAM46040 DOSBICSL4,5/25/2015,5/25/2015,1,1051.20
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/26/2015,2,.00
Online Search,CAM32308 SAWDOSMSNC,5/25/2015,5/26/2015,3,712.63
Online Search,CAM32380 dosmsncsl1,5/25/2015,5/26/2015,1,43.54
Online Shopping,CAM33953 SAWDOFG2C,5/25/2015,5/26/2015,1,583.86
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/26/2015,7,2078.62
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/26/2015,2,80.81
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/27/2015,2,40.76
Online Search,CAM32308 SAWDOSMSNC,5/25/2015,5/27/2015,1,.00
Online Shopping,CAM33953 SAWDOFG2C,5/25/2015,5/27/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/27/2015,5,2241.05
Online Search,CAM46039 DOSG2CSL10,5/25/2015,5/27/2015,1,1335.36
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/28/2015,1,18.39
Online Search,CAM32308 SAWDOSMSNC,5/25/2015,5/28/2015,2,105.75
Online Search,CAM32376 dosg2csl1,5/25/2015,5/28/2015,2,1765.15
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/28/2015,3,1176.20
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/29/2015,1,.00
Online Search,CAM32376 dosg2csl1,5/25/2015,5/29/2015,2,3927.83
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/29/2015,5,1393.87
Online Shopping,CAM33968 dofpgcfeed1,5/25/2015,5/29/2015,1,1291.05
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/29/2015,2,303.76
Online Search,CAM32376 dosg2csl1,5/25/2015,5/30/2015,2,384.48
Online Search,CAM32380 dosmsncsl1,5/25/2015,5/30/2015,2,1201.17
Online Shopping,CAM33953 SAWDOFG2C,5/25/2015,5/30/2015,2,1765.38
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/30/2015,6,4026.60
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/30/2015,1,44.48
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/31/2015,1,58.30
Online Search,CAM32376 dosg2csl1,5/25/2015,5/31/2015,2,1739.27
Online Search,CAM32380 dosmsncsl1,5/25/2015,5/31/2015,1,1890.91
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/31/2015,9,8572.97
Online Shopping,CAM33967 dofnextcfeed1,5/25/2015,5/31/2015,2,80.14
Online Search,CAM32308 SAWDOSMSNC,6/1/2015,6/1/2015,1,291.81
Online Search,CAM32376 dosg2csl1,6/1/2015,6/1/2015,2,91.92
Online Search,CAM32380 dosmsncsl1,6/1/2015,6/1/2015,3,1154.80
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/1/2015,2,1164.94
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/1/2015,5,1795.76
Online Shopping,CAM33972 dofszcfeed1,6/1/2015,6/1/2015,1,48.42
Online Search,CAM32307 SAWDOSG2C,6/1/2015,6/2/2015,1,833.33
Online Search,CAM32376 dosg2csl1,6/1/2015,6/2/2015,3,422.28
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/2/2015,2,2976.93
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/2/2015,5,1963.96
Online Shopping,CAM33967 dofnextcfeed1,6/1/2015,6/2/2015,2,262.87
