Actual Ship/Receipt Date,FG Item,FG Item Internal ID,Inactive
8/20/2012,93067 LUBE N WALK TREAD LUBE KIT,45621,F
8/20/2012,100198 BFX TC10,45016,F
8/20/2012,93067 LUBE N WALK TREAD LUBE KIT,45016,F
8/20/2012,100198 BFX TC10,45013,F
8/20/2012,100199 BFX TC20,45634,F
8/20/2012,93067 LUBE N WALK TREAD LUBE KIT,45634,F
8/20/2012,100070 BFX Xtreme 2 SE,45010,F
8/20/2012,12838 BFX Body Building DVD,45010,F
8/20/2012,100199 BFX TC20,45015,F
8/20/2012,93067 LUBE N WALK TREAD LUBE KIT,45627,F
8/20/2012,100198 BFX TC10,45629,F
8/20/2012,100199 BFX TC20,45012,F
8/20/2012,95146 BFX 310# Rod Upgrade,45624,F
8/19/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,45004,F
8/19/2012,100199 BFX TC20,45005,F
8/19/2012,10293 TRC Machine Mat,45005,F
8/19/2012,100198 BFX TC10,45006,F
8/19/2012,100199 BFX TC20,45002,F
8/19/2012,100131 BFX 552 Dumbbell Kit,45003,F
8/19/2012,100300 BFX SelectTech Stand,45003,F
8/19/2012,"10172 BFX 79x37"" Mat",45003,F
8/19/2012,140004 BFX 5.1 SelectTech Bench SinglePack,45003,F
7/20/2012,100189 UNI KBK510,48007,F
7/20/2012,93067 LUBE N WALK TREAD LUBE KIT,48004,F
7/20/2012,95146 BFX 310# Rod Upgrade,47978,F
7/20/2012,10071 Rod Pack  410# upgrade,47978,F
7/20/2012,10293 TRC Machine Mat,47971,F
7/20/2012,95146 BFX 310# Rod Upgrade,47954,F
7/20/2012,93067 LUBE N WALK TREAD LUBE KIT,48001,F
7/20/2012,"700005 Kit, BFX 2-in-1 Stand",47959,F
7/20/2012,93067 LUBE N WALK TREAD LUBE KIT,47981,F
7/19/2012,93067 LUBE N WALK TREAD LUBE KIT,47942,F
7/19/2012,95146 BFX 310# Rod Upgrade,47943,F
7/19/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47940,F
7/19/2012,003-3157 Providence Beginner Kettlebell,47944,F
7/19/2012,100189 UNI KBK510,47944,F
7/19/2012,93067 LUBE N WALK TREAD LUBE KIT,47932,F
7/12/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46670,F
7/12/2012,004-5544 Sit Up Bar,46651,F
7/12/2012,002-4629 NLS Push Up Bars,46651,T
7/12/2012,100131 BFX 552 Dumbbell Kit,46651,F
7/12/2012,005-0027 Bowflex BMI Daily Calorie Scale,46651,F
7/12/2012,004-5550 Resistance Bands - medium,46651,F
7/12/2012,002-4640 Complete Yoga & Pilate Workout,46651,F
7/12/2012,10293 TRC Machine Mat,46694,F
7/12/2012,140003 BFX 3.1 SelectTech Bench SinglePack,46674,F
7/12/2012,100131 BFX 552 Dumbbell Kit,46674,F
7/12/2012,100131 BFX 552 Dumbbell Kit,46706,F
7/12/2012,"700005 Kit, BFX 2-in-1 Stand",46706,F
7/12/2012,100215 BFX TC5,46665,F
7/12/2012,000-7262 Xtreme 60x48 Mat Boxed,46716,F
7/12/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46716,F
7/12/2012,100070 BFX Xtreme 2 SE,46716,F
7/12/2012,001-3660 E-Z Curl Bar,46716,F
7/12/2012,10293 TRC Machine Mat,46689,F
7/12/2012,100215 BFX TC5,46689,F
7/12/2012,002-5163 Pilates Body Circle,46699,F
7/12/2012,004-5563 Men's Weighted Vest,46704,F
7/12/2012,000-7262 Xtreme 60x48 Mat Boxed,46714,F
7/12/2012,140003 BFX 3.1 SelectTech Bench SinglePack,46714,F
7/12/2012,"700005 Kit, BFX 2-in-1 Stand",46714,F
7/12/2012,001-3660 E-Z Curl Bar,46700,F
7/12/2012,100216 SCH AD2 - Airdyne,46708,F
7/12/2012,100161 NLS E514 Elliptical,46675,F
7/12/2012,100198 BFX TC10,46647,F
7/12/2012,4870015 NLS NT1230 Hack Squat,46667,F
7/12/2012,000-0271 Kneed-It Pain Knee Support,46655,F
7/12/2012,001-3381 Preacher Curl Attach  Xtr X2,46702,F
7/12/2012,11972 Dr. Riter's REAL-EaSE Support,46672,F
7/12/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46691,F
7/12/2012,001-3661 Tricep Rope,46659,F
7/12/2012,100153 Bowflex Classic,46659,F
7/12/2012,10293 TRC Machine Mat,46678,F
7/12/2012,98315 SCH MAT W/LOGO 3'X4',46678,F
7/12/2012,93067 LUBE N WALK TREAD LUBE KIT,46678,F
7/12/2012,100199 BFX TC20,46678,F
7/12/2012,100238 SCH 250 Recumbent Bike,46678,F
7/12/2012,3940015 BFX 7 Series Treadmill,46683,F
7/12/2012,100131 BFX 552 Dumbbell Kit,46680,F
7/12/2012,100199 BFX TC20,46663,F
7/12/2012,93067 LUBE N WALK TREAD LUBE KIT,46663,F
7/12/2012,001-3381 Preacher Curl Attach  Xtr X2,46653,F
7/12/2012,100243 BFX BodyTower,46685,F
7/12/2012,3550012 SCH Airdyne-Charcoal,46657,F
7/12/2012,100179 SCH 860 Treadmill,46657,F
7/12/2012,100238 SCH 250 Recumbent Bike,46649,F
7/12/2012,000-0271 Kneed-It Pain Knee Support,46681,F
7/12/2012,"700005 Kit, BFX 2-in-1 Stand",46681,F
7/12/2012,100198 BFX TC10,46698,F
7/12/2012,100198 BFX TC10,46696,F
7/12/2012,160000 BFX Revolution,46660,F
7/12/2012,100199 BFX TC20,46695,F
7/11/2012,95146 BFX 310# Rod Upgrade,46627,F
7/11/2012,000-7262 Xtreme 60x48 Mat Boxed,46627,F
7/11/2012,001-3354 Gym Style Ab Crunch Attachment,46627,F
7/11/2012,100070 BFX Xtreme 2 SE,46627,F
7/11/2012,000-0271 Kneed-It Pain Knee Support,46629,F
7/11/2012,95146 BFX 310# Rod Upgrade,46643,F
7/11/2012,004-5545 Bowflex Ab Ball,46623,F
7/11/2012,004-5544 Sit Up Bar,46623,F
7/11/2012,100198 BFX TC10,46622,F
7/11/2012,100198 BFX TC10,46641,F
7/11/2012,98316 SCH MAT W/LOGO 3'X6.5',46618,F
7/11/2012,100217 SCH 450 Elliptical,46618,F
7/11/2012,10293 TRC Machine Mat,46632,F
7/11/2012,100215 BFX TC5,46632,F
7/11/2012,100153 Bowflex Classic,46633,F
7/11/2012,10293 TRC Machine Mat,46619,F
7/11/2012,100215 BFX TC5,46619,F
7/11/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46625,F
7/11/2012,002-4640 Complete Yoga & Pilate Workout,46626,F
7/11/2012,100153 Bowflex Classic,46620,F
7/11/2012,3940015 BFX 7 Series Treadmill,46628,F
7/11/2012,3940015 BFX 7 Series Treadmill,46631,F
7/11/2012,003-9069 UNI UB300 Bench,46645,F
7/11/2012,100131 BFX 552 Dumbbell Kit,46621,F
7/11/2012,710000 BFX 1090 Dumbbell Kit,46624,F
5/22/2012,000-7262 Xtreme 60x48 Mat Boxed,46589,F
5/22/2012,001-3381 Preacher Curl Attach  Xtr X2,46589,F
5/22/2012,100070 BFX Xtreme 2 SE,46589,F
5/22/2012,93067 LUBE N WALK TREAD LUBE KIT,46613,F
5/22/2012,100198 BFX TC10,46613,F
5/22/2012,10293 TRC Machine Mat,46613,F
5/22/2012,100198 BFX TC10,46574,F
5/22/2012,10293 TRC Machine Mat,46574,F
5/22/2012,100198 BFX TC10,46594,F
5/22/2012,10293 TRC Machine Mat,46594,F
5/22/2012,93067 LUBE N WALK TREAD LUBE KIT,46594,F
5/22/2012,100131 BFX 552 Dumbbell Kit,46608,F
5/22/2012,"700005 Kit, BFX 2-in-1 Stand",46608,F
5/22/2012,100198 BFX TC10,46585,F
5/22/2012,93067 LUBE N WALK TREAD LUBE KIT,46585,F
5/22/2012,10293 TRC Machine Mat,46585,F
5/22/2012,100198 BFX TC10,46610,F
5/22/2012,10293 TRC Machine Mat,46610,F
5/22/2012,710000 BFX 1090 Dumbbell Kit,46612,F
5/22/2012,"700005 Kit, BFX 2-in-1 Stand",46612,F
5/22/2012,100199 BFX TC20,46609,F
5/22/2012,93067 LUBE N WALK TREAD LUBE KIT,46609,F
5/22/2012,10293 TRC Machine Mat,46609,F
5/22/2012,10293 TRC Machine Mat,46604,F
5/22/2012,100198 BFX TC10,46604,F
5/22/2012,710000 BFX 1090 Dumbbell Kit,46606,F
5/22/2012,100248 Core Body Reformer Sales Kit,46582,T
5/22/2012,"700005 Kit, BFX 2-in-1 Stand",46580,F
5/22/2012,93067 LUBE N WALK TREAD LUBE KIT,46596,F
5/22/2012,10293 TRC Machine Mat,46596,F
5/22/2012,100198 BFX TC10,46596,F
5/22/2012,10293 TRC Machine Mat,46611,F
5/22/2012,100198 BFX TC10,46611,F
5/22/2012,100189 UNI KBK510,46576,F
5/22/2012,100070 BFX Xtreme 2 SE,46576,F
5/22/2012,004-0631 NLS Heart Rate Monitor - sm,46573,T
5/22/2012,100153 Bowflex Classic,46615,F
5/22/2012,001-3661 Tricep Rope,46615,F
5/22/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46615,F
5/22/2012,001-3660 E-Z Curl Bar,46615,F
5/22/2012,"000-3667 BFX Machine Mat 37.5 x 99.5""",46615,F
5/22/2012,95146 BFX 310# Rod Upgrade,46578,F
5/22/2012,10293 TRC Machine Mat,46587,F
5/22/2012,100198 BFX TC10,46587,F
5/22/2012,100248 Core Body Reformer Sales Kit,46605,T
5/11/2012,004-5566 Neoprene Waist Trim Belt -L XL,46371,F
5/11/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46403,F
5/11/2012,100248 Core Body Reformer Sales Kit,46361,T
5/11/2012,004-4532 NLS Duffel Bag,46372,F
5/11/2012,004-4496 XL - Schwinn L S Moisture Wick,46372,F
5/11/2012,004-4504 S - Schwinn Gray W Short Slv.,46372,T
5/11/2012,004-4471 S - Bowflex White W Short Slv.,46372,T
5/11/2012,004-4453 XL - NLS M L S Jersey Gray Bla,46372,F
5/11/2012,004-4501 XL - Schwinn Gray M Sleeveless,46372,F
5/11/2012,004-5544 Sit Up Bar,46363,F
5/11/2012,004-5544 Sit Up Bar,46369,F
5/11/2012,100199 BFX TC20,46408,F
5/11/2012,95146 BFX 310# Rod Upgrade,46365,F
5/11/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46365,F
5/11/2012,4330015 NT1810 Smith Attachment,46374,F
5/11/2012,3940015 BFX 7 Series Treadmill,46374,F
5/11/2012,4350015 NT1830 Pec Attachment,46374,F
5/11/2012,4320015 NLS NT1800 Prem 1/2 Cage,46374,F
5/11/2012,100233 SCH IC2 Bike,46397,F
5/11/2012,100198 BFX TC10,46397,F
5/11/2012,140003 BFX 3.1 SelectTech Bench SinglePack,46394,F
5/11/2012,004-5544 Sit Up Bar,46373,F
5/11/2012,004-5566 Neoprene Waist Trim Belt -L XL,46373,F
5/11/2012,004-5545 Bowflex Ab Ball,46391,F
5/11/2012,93067 LUBE N WALK TREAD LUBE KIT,46400,F
5/11/2012,"000-3667 BFX Machine Mat 37.5 x 99.5""",46416,F
5/11/2012,100153 Bowflex Classic,46416,F
5/11/2012,004-5544 Sit Up Bar,46370,F
5/11/2012,"700005 Kit, BFX 2-in-1 Stand",46411,F
5/11/2012,100131 BFX 552 Dumbbell Kit,46411,F
5/11/2012,004-5545 Bowflex Ab Ball,46367,F
5/11/2012,004-5555 Nautilus Medicine Balls -10 lb,46367,F
5/11/2012,100248 Core Body Reformer Sales Kit,46414,T
5/11/2012,100208 UNI 445 Masterpack w/Stand,46405,F
5/10/2012,100216 SCH AD2 - Airdyne,46325,F
5/10/2012,"700005 Kit, BFX 2-in-1 Stand",46334,F
5/10/2012,100131 BFX 552 Dumbbell Kit,46334,F
5/10/2012,100248 Core Body Reformer Sales Kit,46318,T
5/10/2012,000-0271 Kneed-It Pain Knee Support,46340,F
5/10/2012,12838 BFX Body Building DVD,46329,F
5/10/2012,100070 BFX Xtreme 2 SE,46322,F
5/10/2012,000-7262 Xtreme 60x48 Mat Boxed,46322,F
5/10/2012,100199 BFX TC20,46346,F
5/10/2012,10293 TRC Machine Mat,46346,F
5/10/2012,100248 Core Body Reformer Sales Kit,46332,T
5/10/2012,004-5567 Neoprene Waist Trimmer - S MD,46332,F
5/10/2012,004-5560 Stretch & Strength Foam Roller,46332,F
5/10/2012,98315 SCH MAT W/LOGO 3'X4',46324,F
5/10/2012,100238 SCH 250 Recumbent Bike,46324,F
5/10/2012,004-5563 Men's Weighted Vest,46324,F
5/10/2012,004-5567 Neoprene Waist Trimmer - S MD,46331,F
5/10/2012,004-5545 Bowflex Ab Ball,46359,F
5/10/2012,100153 Bowflex Classic,46321,F
5/10/2012,100199 BFX TC20,46356,F
5/10/2012,10293 TRC Machine Mat,46356,F
5/10/2012,"700005 Kit, BFX 2-in-1 Stand",46323,F
5/10/2012,100131 BFX 552 Dumbbell Kit,46323,F
5/10/2012,140004 BFX 5.1 SelectTech Bench SinglePack,46320,F
5/10/2012,710000 BFX 1090 Dumbbell Kit,46320,F
5/10/2012,100131 BFX 552 Dumbbell Kit,46327,F
5/10/2012,"700005 Kit, BFX 2-in-1 Stand",46327,F
5/10/2012,100248 Core Body Reformer Sales Kit,46330,T
5/10/2012,95146 BFX 310# Rod Upgrade,46319,F
5/10/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46319,F
5/10/2012,10071 Rod Pack  410# upgrade,46326,F
5/10/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46326,F
5/10/2012,100248 Core Body Reformer Sales Kit,46342,T
5/10/2012,100166 SCH 140 Upright,46328,F
5/10/2012,004-5551 Resistance Bands - heavy,46344,F
5/10/2012,004-5550 Resistance Bands - medium,46344,F
5/10/2012,004-5563 Men's Weighted Vest,46344,F
5/10/2012,004-5562 Ankle Weights,46344,F
5/10/2012,100070 BFX Xtreme 2 SE,46336,F
5/10/2012,003-9067 UNI UB100 Bench,46338,F
5/8/2012,93067 LUBE N WALK TREAD LUBE KIT,46715,F
5/7/2012,10293 TRC Machine Mat,46679,F
5/7/2012,100198 BFX TC10,46679,F
5/7/2012,"000-3667 BFX Machine Mat 37.5 x 99.5""",46682,F
5/7/2012,160000 BFX Revolution,46682,F
5/7/2012,100131 BFX 552 Dumbbell Kit,46677,F
5/7/2012,100198 BFX TC10,46661,F
5/7/2012,10293 TRC Machine Mat,46661,F
5/7/2012,10293 TRC Machine Mat,46668,F
5/7/2012,100199 BFX TC20,46668,F
5/7/2012,PK1096 H/R Transmitter Kit,46639,F
5/7/2012,100199 BFX TC20,46673,F
5/7/2012,10293 TRC Machine Mat,46673,F
5/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46648,F
5/7/2012,100070 BFX Xtreme 2 SE,46676,F
5/7/2012,000-7262 Xtreme 60x48 Mat Boxed,46676,F
5/7/2012,004-4150 SCH AC Power Supply Kit,46644,T
5/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46656,F
5/7/2012,93067 LUBE N WALK TREAD LUBE KIT,46669,F
5/7/2012,140004 BFX 5.1 SelectTech Bench SinglePack,46684,F
5/2/2012,93067 LUBE N WALK TREAD LUBE KIT,47315,F
5/2/2012,10293 TRC Machine Mat,47315,F
5/2/2012,100198 BFX TC10,47315,F
5/2/2012,93067 LUBE N WALK TREAD LUBE KIT,47297,F
5/2/2012,100215 BFX TC5,47297,F
5/2/2012,10293 TRC Machine Mat,47297,F
5/2/2012,95146 BFX 310# Rod Upgrade,47301,F
5/2/2012,10293 TRC Machine Mat,47304,F
5/2/2012,100198 BFX TC10,47304,F
5/2/2012,10071 Rod Pack  410# upgrade,47312,F
5/2/2012,100199 BFX TC20,47309,F
5/2/2012,10293 TRC Machine Mat,47309,F
5/2/2012,100198 BFX TC10,47294,F
3/9/2012,100215 BFX TC5,47869,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47869,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47903,F
3/9/2012,100215 BFX TC5,47903,F
3/9/2012,10293 TRC Machine Mat,47903,F
3/9/2012,100199 BFX TC20,47889,F
3/9/2012,100189 UNI KBK510,47889,F
3/9/2012,95146 BFX 310# Rod Upgrade,47896,F
3/9/2012,100070 BFX Xtreme 2 SE,47896,F
3/9/2012,001-3661 Tricep Rope,47896,F
3/9/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47896,F
3/9/2012,001-3660 E-Z Curl Bar,47896,F
3/9/2012,000-7262 Xtreme 60x48 Mat Boxed,47896,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47867,F
3/9/2012,100215 BFX TC5,47867,F
3/9/2012,10293 TRC Machine Mat,47867,F
3/9/2012,10293 TRC Machine Mat,47877,F
3/9/2012,100198 BFX TC10,47877,F
3/9/2012,100189 UNI KBK510,47877,F
3/9/2012,100199 BFX TC20,47915,F
3/9/2012,100199 BFX TC20,47917,F
3/9/2012,10293 TRC Machine Mat,47881,F
3/9/2012,002-4640 Complete Yoga & Pilate Workout,47881,F
3/9/2012,100199 BFX TC20,47881,F
3/9/2012,100131 BFX 552 Dumbbell Kit,47875,F
3/9/2012,"700005 Kit, BFX 2-in-1 Stand",47875,F
3/9/2012,100215 BFX TC5,47873,F
3/9/2012,10293 TRC Machine Mat,47873,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47879,F
3/9/2012,100189 UNI KBK510,47879,F
3/9/2012,100198 BFX TC10,47879,F
3/9/2012,10293 TRC Machine Mat,47885,F
3/9/2012,100199 BFX TC20,47885,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47885,F
3/9/2012,10293 TRC Machine Mat,47914,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47914,F
3/9/2012,100198 BFX TC10,47914,F
3/9/2012,100189 UNI KBK510,47884,F
3/9/2012,93067 LUBE N WALK TREAD LUBE KIT,47884,F
3/9/2012,100198 BFX TC10,47884,F
3/9/2012,100198 BFX TC10,47899,F
3/9/2012,002-4640 Complete Yoga & Pilate Workout,47899,F
3/9/2012,100070 BFX Xtreme 2 SE,47882,F
3/9/2012,95146 BFX 310# Rod Upgrade,47882,F
3/9/2012,100070 BFX Xtreme 2 SE,47916,F
3/9/2012,000-7262 Xtreme 60x48 Mat Boxed,47916,F
3/9/2012,10293 TRC Machine Mat,47883,F
3/9/2012,100198 BFX TC10,47883,F
3/9/2012,10293 TRC Machine Mat,47891,F
3/9/2012,100215 BFX TC5,47891,F
3/9/2012,100198 BFX TC10,47893,F
3/9/2012,100189 UNI KBK510,47893,F
3/9/2012,100215 BFX TC5,47887,F
3/9/2012,100215 BFX TC5,47871,F
3/8/2012,100215 BFX TC5,46048,F
3/8/2012,95146 BFX 310# Rod Upgrade,46077,F
3/8/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46077,F
3/8/2012,93067 LUBE N WALK TREAD LUBE KIT,46057,F
3/8/2012,10293 TRC Machine Mat,46057,F
3/8/2012,100215 BFX TC5,46057,F
3/8/2012,98315 SCH MAT W/LOGO 3'X4',46056,F
3/8/2012,004-4497 XXL - Schwinn L S Moisture Wic,46056,F
3/8/2012,004-4502 XXL - Schwinn Gray M Sleeveles,46056,F
3/8/2012,004-4485 XXL - Bowflex White M Sleevele,46056,F
3/8/2012,003-5542 Bowflex Sports Bag,46056,T
3/8/2012,002-4635 NLS AntiBurst Ball 75cm,46056,T
3/8/2012,004-4531 2XL - M Pant Slate Grey,46056,F
3/8/2012,004-4459 XXL - NLS White Mens Sleeveles,46056,F
3/8/2012,003-4172 Bfx Camelbak Btl (BPA Free)red,46044,F
3/8/2012,004-4150 SCH AC Power Supply Kit,46111,T
3/8/2012,100215 BFX TC5,46099,F
3/8/2012,100215 BFX TC5,46074,F
3/8/2012,000-4275 BFX Revo 80# Resistance Upgrade,46086,F
3/8/2012,160000 BFX Revolution,46086,F
3/8/2012,95146 BFX 310# Rod Upgrade,46105,F
3/8/2012,100070 BFX Xtreme 2 SE,46105,F
3/8/2012,100131 BFX 552 Dumbbell Kit,46053,F
3/8/2012,"700005 Kit, BFX 2-in-1 Stand",46053,F
3/8/2012,100198 BFX TC10,46114,F
3/8/2012,100189 UNI KBK510,46114,F
3/8/2012,100215 BFX TC5,46080,F
3/8/2012,10293 TRC Machine Mat,46080,F
3/8/2012,100215 BFX TC5,46103,F
3/8/2012,100070 BFX Xtreme 2 SE,46113,F
3/8/2012,95146 BFX 310# Rod Upgrade,46113,F
3/8/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46113,F
3/8/2012,100199 BFX TC20,46064,F
3/8/2012,100189 UNI KBK510,46064,F
3/8/2012,95146 BFX 310# Rod Upgrade,46055,F
3/8/2012,100199 BFX TC20,46068,F
3/8/2012,100189 UNI KBK510,46068,F
3/8/2012,002-0206 Inversion Table,46054,F
3/8/2012,11972 Dr. Riter's REAL-EaSE Support,46054,F
3/8/2012,004-5566 Neoprene Waist Trim Belt -L XL,46116,F
3/8/2012,11972 Dr. Riter's REAL-EaSE Support,46116,F
3/8/2012,100070 BFX Xtreme 2 SE,46095,F
3/8/2012,95146 BFX 310# Rod Upgrade,46095,F
3/8/2012,12838 BFX Body Building DVD,46097,F
3/8/2012,100215 BFX TC5,46066,F
3/8/2012,11972 Dr. Riter's REAL-EaSE Support,46093,F
3/8/2012,10071 Rod Pack  410# upgrade,46062,F
3/8/2012,005-0027 Bowflex BMI Daily Calorie Scale,46076,F
3/8/2012,100198 BFX TC10,46091,F
3/8/2012,100215 BFX TC5,46052,F
3/8/2012,100131 BFX 552 Dumbbell Kit,46052,F
3/8/2012,"700005 Kit, BFX 2-in-1 Stand",46052,F
3/8/2012,100215 BFX TC5,46089,F
3/8/2012,10293 TRC Machine Mat,46089,F
3/8/2012,100189 UNI KBK510,46087,F
3/8/2012,100198 BFX TC10,46087,F
3/8/2012,004-4150 SCH AC Power Supply Kit,46085,T
3/8/2012,100088 SCH 431 Elliptical,46117,F
3/8/2012,710000 BFX 1090 Dumbbell Kit,46046,F
3/8/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46072,F
3/7/2012,100070 BFX Xtreme 2 SE,46018,F
3/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46018,F
3/7/2012,001-3381 Preacher Curl Attach  Xtr X2,46018,F
3/7/2012,95146 BFX 310# Rod Upgrade,46018,F
3/7/2012,001-3661 Tricep Rope,46018,F
3/7/2012,001-3660 E-Z Curl Bar,46018,F
3/7/2012,98315 SCH MAT W/LOGO 3'X4',47911,F
3/7/2012,003-9067 UNI UB100 Bench,47911,F
3/7/2012,95146 BFX 310# Rod Upgrade,47843,F
3/7/2012,001-3354 Gym Style Ab Crunch Attachment,47843,F
3/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47843,F
3/7/2012,100198 BFX TC10,46023,F
3/7/2012,100131 BFX 552 Dumbbell Kit,46019,F
3/7/2012,"700005 Kit, BFX 2-in-1 Stand",46019,F
3/7/2012,"100122 Kit,BFX TC5000, 2008",47852,F
3/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,46021,F
3/7/2012,000-7262 Xtreme 60x48 Mat Boxed,46021,F
3/7/2012,100070 BFX Xtreme 2 SE,46021,F
3/7/2012,95146 BFX 310# Rod Upgrade,46021,F
3/7/2012,98315 SCH MAT W/LOGO 3'X4',47860,F
3/7/2012,003-4182 Bowflex Towel,47880,F
3/7/2012,003-5508 BFX Men's Slvlss Tee Steel - L,47880,T
3/7/2012,005-0027 Bowflex BMI Daily Calorie Scale,47880,F
3/7/2012,004-5564 Women's Weighted Vest,47880,F
3/7/2012,004-5561 Waist Pack With Stainless,47880,T
3/7/2012,100070 BFX Xtreme 2 SE,47844,F
3/7/2012,10071 Rod Pack  410# upgrade,47844,F
3/7/2012,95146 BFX 310# Rod Upgrade,47844,F
3/7/2012,93067 LUBE N WALK TREAD LUBE KIT,47855,F
3/7/2012,93067 LUBE N WALK TREAD LUBE KIT,47856,F
3/7/2012,710000 BFX 1090 Dumbbell Kit,46029,F
3/7/2012,004-0590 Whey 100 - Strawberry 5lb,46025,T
3/7/2012,11972 Dr. Riter's REAL-EaSE Support,47830,F
3/7/2012,100198 BFX TC10,46031,F
3/7/2012,001-3381 Preacher Curl Attach  Xtr X2,46033,F
3/7/2012,93067 LUBE N WALK TREAD LUBE KIT,47872,F
3/7/2012,100198 BFX TC10,46027,F
3/7/2012,10293 TRC Machine Mat,46027,F
3/7/2012,100198 BFX TC10,47865,F
3/7/2012,"000-3667 BFX Machine Mat 37.5 x 99.5""",47857,F
3/7/2012,000-7262 Xtreme 60x48 Mat Boxed,47898,F
3/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47851,F
3/7/2012,001-7476 Revolution Accessory Rack,47862,F
3/7/2012,100248 Core Body Reformer Sales Kit,47829,T
3/7/2012,000-7262 Xtreme 60x48 Mat Boxed,47839,F
3/7/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47909,F
3/7/2012,93067 LUBE N WALK TREAD LUBE KIT,47897,F
3/7/2012,004-4150 SCH AC Power Supply Kit,47905,T
3/7/2012,"100122 Kit,BFX TC5000, 2008",47848,F
2/1/2012,100248 Core Body Reformer Sales Kit,46898,T
2/1/2012,100199 BFX TC20,46902,F
2/1/2012,93067 LUBE N WALK TREAD LUBE KIT,46902,F
2/1/2012,10293 TRC Machine Mat,46902,F
2/1/2012,100198 BFX TC10,46904,F
2/1/2012,10293 TRC Machine Mat,46904,F
2/1/2012,000-7262 Xtreme 60x48 Mat Boxed,46889,F
2/1/2012,100070 BFX Xtreme 2 SE,46889,F
2/1/2012,10293 TRC Machine Mat,46906,F
2/1/2012,100198 BFX TC10,46906,F
2/1/2012,93067 LUBE N WALK TREAD LUBE KIT,46906,F
2/1/2012,100198 BFX TC10,46895,F
2/1/2012,10293 TRC Machine Mat,46895,F
2/1/2012,95146 BFX 310# Rod Upgrade,46899,F
2/1/2012,100198 BFX TC10,46910,F
2/1/2012,10293 TRC Machine Mat,46910,F
2/1/2012,100248 Core Body Reformer Sales Kit,46892,T
2/1/2012,100199 BFX TC20,46900,F
2/1/2012,10293 TRC Machine Mat,46900,F
1/24/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47614,F
1/23/2012,93067 LUBE N WALK TREAD LUBE KIT,47578,F
1/23/2012,001-3381 Preacher Curl Attach  Xtr X2,47525,F
1/23/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47553,F
1/23/2012,"000-3667 BFX Machine Mat 37.5 x 99.5""",47531,F
1/23/2012,10293 TRC Machine Mat,47531,F
1/23/2012,10293 TRC Machine Mat,47579,F
1/23/2012,002-4640 Complete Yoga & Pilate Workout,47528,F
1/23/2012,10293 TRC Machine Mat,47528,F
1/23/2012,93067 LUBE N WALK TREAD LUBE KIT,47523,F
1/23/2012,10293 TRC Machine Mat,47533,F
1/23/2012,93067 LUBE N WALK TREAD LUBE KIT,47572,F
1/23/2012,10293 TRC Machine Mat,47524,F
1/23/2012,000-7262 Xtreme 60x48 Mat Boxed,47522,F
1/23/2012,93067 LUBE N WALK TREAD LUBE KIT,47574,F
1/23/2012,93067 LUBE N WALK TREAD LUBE KIT,47588,F
1/23/2012,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,47563,F
1/22/2012,10293 TRC Machine Mat,47406,F
1/22/2012,100215 BFX TC5,47406,F
1/22/2012,10293 TRC Machine Mat,47391,F
1/22/2012,100199 BFX TC20,47391,F
1/22/2012,93067 LUBE N WALK TREAD LUBE KIT,47395,F
1/22/2012,100215 BFX TC5,47395,F
1/22/2012,10293 TRC Machine Mat,47395,F
1/22/2012,100248 Core Body Reformer Sales Kit,47392,T
