OrderNumber|Quantity|ListPrice|SalesDiscount|Freight|FreightDiscount|LineTotal|NetProduct|OrderSource|SKU_NUM|Sku_NM|Class
SO-71479944|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479944||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71479945|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479945|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479946|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479946||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71479949|1|29.95||4.95|.00|34.90|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71479949|1|19.95||4.95|.00|24.90|19.95|Web|8006911|BOWFLEX BODY FITNESS BOOST, ANTIOXIDANT, MIXED BERRY|Nutrition
SO-71479950|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479953|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479954|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479954||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71479955|1|599.00||129.99|.00|728.99|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479961|1|599.00||129.99|.00|728.99|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479958|1|1599.00||169.99|-169.99|1399.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479958||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479958|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479958|1|99.00||10.99|-10.99|.00|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479958||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71479959|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479959|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479960|1|99.00||9.99|.00|108.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479962|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479967|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479967||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71479968|1|1599.00||249.00|.00|1848.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479969|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479969||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479970|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479971|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479972|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479972||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479972|1|14.99||3.99|-3.99|14.99|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71479972|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479972||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71479974|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479975|1|18.99||5.99|.00|24.98|18.99|Web|004-7188|AC Power Supply Kit|Other : Parts
SO-71479976|1|299.00||54.99|-54.99|299.00|299.00|Web|100208|UNI 445 Masterpack w/Stand|Strength : Selectorized : Weights
SO-71479977|1|999.00||199.99|.00|1198.99|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71479980|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479980|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479980|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479978|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479978||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479982|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479983|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479983||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71479984|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479986|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479988|1|99.00||9.99|.00|108.99|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479988|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71479989|1|2199.00||199.99|-179.99|2019.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479989||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71479990|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479991|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479992|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479992|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479995|1|1599.00||169.99|-169.99|1399.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479995||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479995|1|14.99||8.99|-8.99|14.99|14.99|Web|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71479995|1|99.00||10.99|-10.99|.00|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479995||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71479993|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479993||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479994|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479994||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479996|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479996||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479996|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479997|1|5.99||7.99|-7.99|5.99|5.99|Call Center|51525|Mult - Handgrip (Pair)|Other : Parts
SO-71479998|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479998||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71479999|1|29.95||.00|.00|29.95|29.95|Web|000-0271|Kneed-It Pain Knee Support|Other : Catalog Sourced
SO-71480000|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480000||.00|-99.00||||-99.00|Call Center|Sales Discount||
SO-71480001|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480001||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71480003|1|599.00||129.99|-129.99|549.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71480003||.00|-50.00|.00|.00|.00|-50.00|Call Center|Sales Discount||
SO-71480003|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71480004|1|2199.00||199.99|-179.99|2019.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480004||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71480005|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480006|1|2199.00||199.99|-179.99|2019.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480006||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71480006|1|99.00||9.99|.00|108.99|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480006|1|14.99||3.99|.00|18.98|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71480007|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480008|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480008|1|99.00||9.99|.00|108.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480009|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71480009||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71480010|1|49.99||9.99|-9.99|.00|49.99|Web|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71480010||.00|-49.99|.00|.00|.00|-49.99|Web|Sales Discount||
SO-71480010|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480010||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71480010|1|3299.00||199.99|-199.99|3099.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71480010||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480015|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71480015||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71480018|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480018||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71480019|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480020|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71480021|1|99.00||10.99|-10.99|99.00|99.00|Call Center|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71480022|1|199.00||29.99|.00|228.99|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71480022|1|139.00||19.99|.00|158.99|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71480023|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480024|1|2199.00||199.99|-199.99|1999.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480024||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71480024|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480024||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71480024|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71480027|1|399.00||59.99|.00|458.99|399.00|Web|100337|SCH 230 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71480028|1|2199.00||199.99|-199.99|1999.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480028||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71480028|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480028||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71480030|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480030||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71480030|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480032|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480032||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71480032|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71480035|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480036|1|2199.00||199.99|-179.99|2019.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480036||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71480036|1|14.99||3.99|.00|18.98|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71480037|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480037||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480043|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71480043|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71480049|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480049|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71480038|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71480038||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71480038|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71480038|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71480042|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480048|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480044|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71480046|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480047|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480047||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71480050|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480051|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480051||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71480054|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480054||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71480055|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480055||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71480056|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480056||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71480056|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480058|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71480058|1|139.99||24.99|-24.99|139.99|139.99|Call Center|001-3381|Preacher Curl Attach  Xtr X2|Strength : Home Gyms : Accessories
SO-71480058|1|14.99||8.99|-8.99|14.99|14.99|Call Center|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71480060|1|599.00||249.99|-249.99|599.00|599.00|Call Center|100326|SCH 430 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71480060|1|349.00||.00|.00|349.00|349.00|Call Center|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71480060|1|89.00||19.99|-19.99|89.00|89.00|Call Center|100189|UNI KBK510|Strength : Other Free Weights : Kettlebells
SO-71480060|1|40.00||.00|.00|40.00|40.00|Call Center|004-5545|Bowflex Ab Ball|Other : Catalog Sourced
SO-71480060|1|13.00||.00|.00|13.00|13.00|Call Center|004-5550|Resistance Bands - medium|Other : Catalog Sourced
SO-71480060|1|15.00||.00|.00|15.00|15.00|Call Center|004-5551|Resistance Bands - heavy|Other : Catalog Sourced
SO-71480061|1|139.99||24.99|.00|164.98|139.99|Call Center|001-3381|Preacher Curl Attach  Xtr X2|Strength : Home Gyms : Accessories
SO-71480062|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480063|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480063||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480063|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71480063|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480063||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71480066|1|699.00||69.99|-69.99|699.00|699.00|Call Center|100250|SCH AD6 Bike|Cardio : Bikes : Wind
SO-71480067|1|3299.00||199.99|-199.99|3299.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480067|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480067|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71480067|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71480068|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480068|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480085|1|29.95||4.95|.00|34.90|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71480070|1|1599.00||169.99|-169.99|1399.00|1599.00|Call Center|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71480070||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71480070|1|99.00||10.99|-10.99|.00|99.00|Call Center|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71480070||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71480070|1|14.99||8.99|-8.99|14.99|14.99|Call Center|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71480070|1|299.00||.00|.00|299.00|299.00|Call Center|IHA-100334|Bowflex X2SE Home Gym Assembly|Other : Service : In Home Assembly
SO-71480071|1|999.00||199.99|.00|1198.99|999.00|Call Center|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71480071|1|99.00||9.99|.00|108.99|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480072|1|24.95||4.95|-4.95|24.95|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71480073|1|1599.00||150.00|-150.00|1598.99|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480073||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71480073|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71480084|1|39.99||9.99|-9.99|39.99|39.99|Web|001-3660|E-Z Curl Bar|Strength : Home Gyms : Accessories
SO-71480074|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480075|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480075||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480075|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480075||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71480076|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480076||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480076|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480076||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71480077|1|999.00||199.99|-199.99|999.00|999.00|Call Center|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71480077|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71480078|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71480079|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480079||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480083|1|1599.00||169.99|-169.99|1399.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71480083||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480083|1|99.00||9.99|-9.99|99.00|99.00|Web|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71480083|1|99.00||10.99|-10.99|.00|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71480083||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71480088|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480099|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480099||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71480099|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480099|1|249.00||.00|.00|249.00|249.00|Web|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71480089|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71480089||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71480089|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480089||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71480090|1|1599.00||150.00|-150.00|1504.83|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71480090|1|99.00||9.99|-9.99|93.17|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71480090||.00|-100.00||||-100.00|Web|Sales Discount||
