OrderNumber|Quantity|ListPrice|SalesDiscount|Freight|FreightDiscount|LineTotal|NetProduct|OrderSource|SKU_NUM|Sku_NM|Class
SM:71127933|1|249.00||||249.00|249.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SM:71127935|1|14.99||||14.99|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SM:71127935|0|.00||3.99||3.99|.00|Web|Freight||
SM:71127935|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127935|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127936|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127936||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127936||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127936|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127936|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127936||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127936||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127936|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127937|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127937||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127937|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127937|1|249.00||||249.00|249.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SM:71127938|1|1599.00||||1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127938||.00|-100.00|||-100.00|-100.00|Call Center|Sales Discount||
SM:71127938||.00|-100.00|||-100.00|-100.00|Call Center|Sales Discount||
SM:71127938||.00|||-150.00|-150.00|.00|Call Center|Freight Discount||
SM:71127938|0|.00||150.00||150.00|.00|Call Center|Freight||
SM:71127944|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127944||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127944||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127944|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127944|1|14.99||||14.99|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SM:71127944||.00|||-3.99|-3.99|.00|Web|Freight Discount||
SM:71127944|0|.00||3.99||3.99|.00|Web|Freight||
SM:71127944|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127944||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127944||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127944|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127945|1|349.00||||349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SM:71127945|1|139.00||||139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SM:71127945||.00|||-19.99|-19.99|.00|Web|Freight Discount||
SM:71127945|0|.00||19.99||19.99|.00|Web|Freight||
SM:71127945|1|199.00||||199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SM:71127945||.00|||-29.99|-29.99|.00|Web|Freight Discount||
SM:71127945|0|.00||29.99||29.99|.00|Web|Freight||
SM:71127946|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127946||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127946|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127947|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127947||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127947|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127948|1|99.95||||99.95|99.95|Call Center|100339|BOWFLEX UPPERCUT KIT|Strength : Other Strength : UpperCut
SM:71127948||.00|||-19.95|-19.95|.00|Call Center|Freight Discount||
SM:71127948|0|.00||19.95||19.95|.00|Call Center|Freight||
SM:71127948|1|14.95||||14.95|14.95|Call Center|8001183|BFX PUSH UP BARS|Strength : Other Strength : Accessories
SM:71127948||.00|||-3.95|-3.95|.00|Call Center|Freight Discount||
SM:71127948|0|.00||3.95||3.95|.00|Call Center|Freight||
SM:71127952|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71127952||.00|||-24.95|-24.95|.00|Web|Freight Discount||
SM:71127952|0|.00||24.95||24.95|.00|Web|Freight||
SM:71127953|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127953||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127953|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127956|1|2999.00||||2999.00|2999.00|Web|160000|BFX Revolution|Strength : Home Gyms : Spiraflex
SM:71127956||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127956||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127956|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127956|1|199.00||||199.00|199.00|Web|001-7476|Revolution Accessory Rack|Strength : Home Gyms : Accessories
SM:71127956||.00|||-39.99|-39.99|.00|Web|Freight Discount||
SM:71127956|0|.00||39.99||39.99|.00|Web|Freight||
SM:71127956|1|99.00||||99.00|99.00|Web|000-4275|BFX Revo 80# Resistance Upgrade|Strength : Home Gyms : Accessories
SM:71127956||.00|||-14.99|-14.99|.00|Web|Freight Discount||
SM:71127956|0|.00||14.99||14.99|.00|Web|Freight||
SM:71127956|1|299.00||||299.00|299.00|Web|IHA-160000|Revolution Assembly|Other : Service : In Home Assembly
SM:71127956|1|99.00||||99.00|99.00|Web|000-3667|"BFX Machine Mat 37.5 x 99.5"""|Strength : Home Gyms : Accessories
SM:71127956||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127956||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127956|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127957|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71127957||.00|||-24.95|-24.95|.00|Web|Freight Discount||
SM:71127957|0|.00||24.95||24.95|.00|Web|Freight||
SM:71127958|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71127958||.00|||-24.95|-24.95|.00|Web|Freight Discount||
SM:71127958|0|.00||24.95||24.95|.00|Web|Freight||
SM:71127960|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127960||.00|-100.00|||-100.00|-100.00|Web|Sales Discount||
SM:71127960||.00|-100.00|||-100.00|-100.00|Web|Sales Discount||
SM:71127960||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127960|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127963|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127963||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127963||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127963|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127963|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127963||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127963||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127963|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127965|1|599.00||||599.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SM:71127965||.00|-100.00|||-100.00|-100.00|Call Center|Sales Discount||
SM:71127965||.00|||-129.99|-129.99|.00|Call Center|Freight Discount||
SM:71127965|0|.00||129.99||129.99|.00|Call Center|Freight||
SM:71127965|1|199.00||||199.00|199.00|Call Center|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SM:71127965||.00|||-29.99|-29.99|.00|Call Center|Freight Discount||
SM:71127965|0|.00||29.99||29.99|.00|Call Center|Freight||
SM:71127965|1|139.00||||139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SM:71127965||.00|||-19.99|-19.99|.00|Call Center|Freight Discount||
SM:71127965|0|.00||19.99||19.99|.00|Call Center|Freight||
SM:71127967|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71127967||.00|||-24.95|-24.95|.00|Web|Freight Discount||
SM:71127967|0|.00||24.95||24.95|.00|Web|Freight||
SM:71127967|1|14.95||||14.95|14.95|Web|8001567|BOWFLEX UPPERCUT WATER BOTTLE|Strength : Other Strength : Accessories
SM:71127967||.00|||-3.95|-3.95|.00|Web|Freight Discount||
SM:71127967|0|.00||3.95||3.95|.00|Web|Freight||
SM:71127969|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127969||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127969|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127969|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127969||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127969|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127970|1|1599.00||||1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127970||.00|-100.00|||-100.00|-100.00|Call Center|Sales Discount||
SM:71127970||.00|-100.00|||-100.00|-100.00|Call Center|Sales Discount||
SM:71127970||.00|||-150.00|-150.00|.00|Call Center|Freight Discount||
SM:71127970|0|.00||150.00||150.00|.00|Call Center|Freight||
SM:71127971|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71127971||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127971||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127971|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127971|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127971||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127971||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127971|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127973|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71127973||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127973||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127973|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127973|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127973||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127973||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127973|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127974|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127974||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127974||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127974|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127974|1|14.99||||14.99|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SM:71127974||.00|||-3.99|-3.99|.00|Web|Freight Discount||
SM:71127974|0|.00||3.99||3.99|.00|Web|Freight||
SM:71127974|1|249.00||||249.00|249.00|Web|IHA-100199|Treadclimber TC20 Assembly|Other : Service : In Home Assembly
SM:71127974|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127974||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127974||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127974|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127975|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127975||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127975||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127975|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127975|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127975||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127975||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127975|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127978|1|9.99||||9.99|9.99|Web|005-0543|CBR Sheepskin Handles|Alternative Fitness : CoreBody Reformer : Accessories
SM:71127978|0|.00||5.99||5.99|.00|Web|Freight||
SM:71127978|1|24.99||||24.99|24.99|Web|005-0008|UPPER AND LOWER BODY WORKOUTS|Alternative Fitness : CoreBody Reformer : Accessories
SM:71127978|0|.00||4.99||4.99|.00|Web|Freight||
SM:71127984|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127984||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127984||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127984|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127984|1|249.00||||249.00|249.00|Web|IHA-100199|Treadclimber TC20 Assembly|Other : Service : In Home Assembly
SM:71127984|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127984||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127984||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127984|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127985|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71127985||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127985||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127985|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127985|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127985||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127985||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127985|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127986|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71127986||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127986||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127986|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127986|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127986||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127986||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127986|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127987|1|999.00||||999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SM:71127987|0|.00||30.00||30.00|.00|Web|Freight||
SM:71127988|1|1599.00||||1599.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SM:71127988||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127988||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127988||.00|||-169.99|-169.99|.00|Web|Freight Discount||
SM:71127988|0|.00||169.99||169.99|.00|Web|Freight||
SM:71127988|1|139.99||||139.99|139.99|Web|001-3381|Preacher Curl Attach  Xtr X2|Strength : Home Gyms : Accessories
SM:71127988||.00|||-24.99|-24.99|.00|Web|Freight Discount||
SM:71127988|0|.00||24.99||24.99|.00|Web|Freight||
SM:71127988|1|99.00||||99.00|99.00|Web|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SM:71127988||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127988||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127988||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127988|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127996|1|1599.00||||1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SM:71127996||.00|||-150.00|-150.00|.00|Web|Freight Discount||
SM:71127996|0|.00||150.00||150.00|.00|Web|Freight||
SM:71127996|1|249.00||||249.00|249.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SM:71127998|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71127998||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71127998||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71127998|0|.00||199.99||199.99|.00|Web|Freight||
SM:71127998|1|249.00||||249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SM:71127998|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127998||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71127998||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71127998|0|.00||9.99||9.99|.00|Web|Freight||
SM:71127999|1|2199.00||||2199.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71127999||.00|-300.00|||-300.00|-300.00|Call Center|Sales Discount||
SM:71127999||.00|||-199.99|-199.99|.00|Call Center|Freight Discount||
SM:71127999|0|.00||199.99||199.99|.00|Call Center|Freight||
SM:71127999|1|14.99||||14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SM:71127999||.00|||-3.99|-3.99|.00|Call Center|Freight Discount||
SM:71127999|0|.00||3.99||3.99|.00|Call Center|Freight||
SM:71127999|1|99.00||||99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71127999||.00|-99.00|||-99.00|-99.00|Call Center|Sales Discount||
SM:71127999||.00|||-9.99|-9.99|.00|Call Center|Freight Discount||
SM:71127999|0|.00||9.99||9.99|.00|Call Center|Freight||
SM:71128000|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71128000||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71128000||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71128000|0|.00||199.99||199.99|.00|Web|Freight||
SM:71128000|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71128000||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71128000||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71128000|0|.00||9.99||9.99|.00|Web|Freight||
SM:71128001|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71128001||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71128001||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71128001|0|.00||199.99||199.99|.00|Web|Freight||
SM:71128001|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71128001||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71128001||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71128001|0|.00||9.99||9.99|.00|Web|Freight||
SM:71128004|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71128004||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71128004||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71128004|0|.00||199.99||199.99|.00|Web|Freight||
SM:71128004|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71128004||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71128004||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71128004|0|.00||9.99||9.99|.00|Web|Freight||
SM:71128005|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71128005||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71128005||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71128005|0|.00||199.99||199.99|.00|Web|Freight||
SM:71128005|1|249.00||||249.00|249.00|Web|IHA-100199|Treadclimber TC20 Assembly|Other : Service : In Home Assembly
SM:71128005|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71128005||.00|-99.00|||-99.00|-99.00|Web|Sales Discount||
SM:71128005||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71128005|0|.00||9.99||9.99|.00|Web|Freight||
SM:71104271|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104271||.00|-1000.00|||-1000.00|-1000.00|Web|Sales Discount||
SM:71104271||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104271|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104271|1|14.99||||14.99|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SM:71104271||.00|||-3.99|-3.99|.00|Web|Freight Discount||
SM:71104271|0|.00||3.99||3.99|.00|Web|Freight||
SM:71104272|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71104272|0|.00||24.95||24.95|.00|Web|Freight||
SM:71104273|1|99.95||||99.95|99.95|Web|100339|BOWFLEX UPPERCUT KIT|Strength : Other Strength : UpperCut
SM:71104273||.00|||-19.95|-19.95|.00|Web|Freight Discount||
SM:71104273|0|.00||19.95||19.95|.00|Web|Freight||
SM:71104273|1|14.95||||14.95|14.95|Web|8001759|BOWFLEX UPPERCUT WORKOUTS DVD|Strength : Other Strength : Accessories
SM:71104273||.00|||-2.95|-2.95|.00|Web|Freight Discount||
SM:71104273|0|.00||2.95||2.95|.00|Web|Freight||
SM:71104275|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71104275|0|.00||24.95||24.95|.00|Web|Freight||
SM:71104277|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104277||.00|-1000.00|||-1000.00|-1000.00|Web|Sales Discount||
SM:71104277||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104277|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104277|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71104277||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71104277|0|.00||9.99||9.99|.00|Web|Freight||
SM:71104278|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71104278||.00|||-24.95|-24.95|.00|Web|Freight Discount||
SM:71104278|0|.00||24.95||24.95|.00|Web|Freight||
SM:71104279|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104279||.00|-1000.00|||-1000.00|-1000.00|Web|Sales Discount||
SM:71104279||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104279|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104281|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104281||.00|-1000.00|||-1000.00|-1000.00|Web|Sales Discount||
SM:71104281||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104281|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104282|1|2399.00||||2399.00|2399.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104282||.00|-200.00|||-200.00|-200.00|Call Center|Sales Discount||
SM:71104282||.00|||-199.99|-199.99|.00|Call Center|Freight Discount||
SM:71104282|0|.00||199.99||199.99|.00|Call Center|Freight||
SM:71104282|1|99.00||||99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71104282||.00|-99.00|||-99.00|-99.00|Call Center|Sales Discount||
SM:71104282||.00|||-9.99|-9.99|.00|Call Center|Freight Discount||
SM:71104282|0|.00||9.99||9.99|.00|Call Center|Freight||
SM:71104282|1|14.99||||14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SM:71104282||.00|||-3.99|-3.99|.00|Call Center|Freight Discount||
SM:71104282|0|.00||3.99||3.99|.00|Call Center|Freight||
SM:71104284|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104284||.00|-1000.00|||-1000.00|-1000.00|Web|Sales Discount||
SM:71104284||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104284|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104286|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104286||.00|-1000.00|||-1000.00|-1000.00|Web|Sales Discount||
SM:71104286||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104286|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104287|1|129.95||||129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SM:71104287||.00|||-24.95|-24.95|.00|Web|Freight Discount||
SM:71104287|0|.00||24.95||24.95|.00|Web|Freight||
SM:71104288|1|2199.00||||2199.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SM:71104288||.00|-300.00|||-300.00|-300.00|Web|Sales Discount||
SM:71104288||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104288|0|.00||199.99||199.99|.00|Web|Freight||
SM:71104288|1|99.00||||99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SM:71104288||.00|||-9.99|-9.99|.00|Web|Freight Discount||
SM:71104288|0|.00||9.99||9.99|.00|Web|Freight||
SM:71104289|1|3299.00||||3299.00|3299.00|Web|100199|BFX TC20|Cardio : TreadClimber : TreadClimber
SM:71104289||.00|-400.00|||-400.00|-400.00|Web|Sales Discount||
SM:71104289||.00|||-199.99|-199.99|.00|Web|Freight Discount||
SM:71104289|0|.00||199.99||199.99|.00|Web|Freight||
