ID|Product Interest|Sub-Channel|Origin|Ad ID|Market Channel|URL Group|Promotion Code Offer|Promotion Code Offer Detail|Inquiry Date|Info Kit Date
CUS-9273106|Treadclimber|Call Center|Call Center Internal|CAM22553 OXGNN120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/9/2007|6/25/2015
CUS-10516119|Treadclimber|Call Center|Call Center Internal|CAM28670 LIFENCLFTRCNDOLF|Long Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/3/2008|5/9/2015
CUS-5995081|Treadclimber|Call Center|Call Center Internal|CAM10612 DISHN60*LIFE*MAN|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/22/2004|6/13/2015
CUS-10305961|Treadclimber|Call Center|Call Center Internal|CAM27449 TWNOS120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/25/2008|5/29/2015
CUS-5778765|Treadclimber|Call Center|Call Center Internal|CAM8449 DTV*N60*OWEN2WOM|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/29/2003|5/22/2015
CUS-9183853|Treadclimber|Call Center|Call Center Internal|CAM22553 OXGNN120NTSTP***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/6/2007|5/18/2015
CUS-10704828|Treadclimber|Call Center|Call Center Internal|CAM29389 MTV2N120HOLMT***|Short Form||TRC970||12/31/2008|6/8/2015
CUS-1634945|Bowflex Home Gyms|Call Center|Call Center Internal|CAM4257 SCIINFO_BFX|Other - Internal||BFX6WEEK|Bowflex - 6 Week Satisfaction Guarantee|5/29/2000|5/27/2015
CUS-5301897|Treadclimber|Call Center|Call Center Internal|CAM34278 DISCL60*LETTX***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/6/2011|5/9/2015
CUS-17707777|Treadclimber|Call Center|Call Center Internal|CAM40980 OWN*N60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/3/2013|6/21/2015
CUS-5158058|Treadclimber|Call Center|Third Party Call Center - Triton|CAM38541 BIO*N120FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/21/2013|5/8/2015
CUS-18057327|Treadclimber|Call Center|Call Center Internal|CAM133 1800BOWFLEX_TRC|Electronic - UnSourced||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/30/2014|6/7/2015
CUS-17915308|Treadclimber|Call Center|Call Center Internal|CAM44321 ION*N120JNYNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/21/2013|5/20/2015
CUS-6209313|Treadclimber|Call Center|Call Center Internal|CAM35454 dftafftxtprimo5|Other - Internal|Affiliate|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/4/2013|6/15/2015
CUS-15820834|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/21/2013|5/13/2015
CUS-10069849|Treadclimber|Call Center|Third Party Call Center - West|CAM36447 WESTTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/26/2013|6/10/2015
CUS-10338581|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/27/2013|5/31/2015
CUS-10446499|Treadclimber|Call Center|Call Center Internal|CAM36866 INSPN120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/21/2013|6/7/2015
CUS-11469944|Treadclimber|Call Center|Call Center Internal|CAM41322 ION*N120JVO2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/27/2013|6/12/2015
CUS-1209138|Bowflex Catalog|Call Center|Call Center Internal|CAM31938 dcbholiday09|Catalog|Catalog|BFC1117||11/29/2009|5/3/2015
CUS-15792146|Treadclimber|Call Center|Call Center Internal|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/19/2013|5/8/2015
CUS-15872561|Treadclimber|Call Center|Third Party Call Center - West|CAM38541 BIO*N120FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/15/2013|6/26/2015
CUS-15814990|Treadclimber|Call Center|Third Party Call Center - Triton|CAM38544 IDISN120FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/19/2013|5/11/2015
CUS-15834807|Treadclimber|Call Center|Third Party Call Center - Triton|CAM38420 VRIAN120FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/28/2013|5/29/2015
CUS-15962533|Treadclimber|Call Center|Third Party Call Center - Triton|CAM38953 INSPN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/6/2013|6/24/2015
CUS-15830634|Treadclimber|Call Center|Third Party Call Center - Triton|CAM38421 ION*N180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/26/2013|6/10/2015
CUS-16097855|Treadclimber|Call Center|Third Party Call Center - Triton|CAM39657 TNT*N60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/20/2013|5/8/2015
CUS-16071937|Treadclimber|Call Center|Third Party Call Center - West|CAM39659 GOSPN120JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/3/2013|5/6/2015
CUS-16042972|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM39220 LIFLL60*FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/7/2013|6/30/2015
CUS-16101073|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/22/2013|5/2/2015
CUS-16072001|Bowflex Catalog|Call Center|Call Center Internal|CAM23587 degcfootlinktc|Electronic - UnSourced|Unsourced|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|7/3/2013|5/6/2015
CUS-17690441|Treadclimber|Call Center|Third Party Call Center - West|CAM39675 OWN*N180JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/24/2013|5/24/2015
CUS-17688147|Treadclimber|Web|Web|CAM37440 dosg2tsl21|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/22/2013|6/7/2015
CUS-15992538|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM36771 OWN*N180TSTORTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/29/2013|5/12/2015
CUS-16006149|Treadclimber|Call Center|Third Party Call Center - West|CAM38963 SOAPN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/9/2013|5/23/2015
CUS-17770628|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM41155 TVGDN60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/15/2013|6/24/2015
CUS-15815777|Treadclimber|Call Center|Third Party Call Center - West|CAM38550 ION*N120FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/19/2013|5/24/2015
CUS-17842764|Treadclimber|Web|Web|CAM37440 dosg2tsl21|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/26/2013|6/29/2015
CUS-15829171|Treadclimber|Call Center|Third Party Call Center - West|CAM38564 INSPN180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/26/2013|6/9/2015
CUS-17926068|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44317 CMT*N120JNYNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/26/2013|6/9/2015
CUS-17878277|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM43741 LMN*N60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/7/2013|6/23/2015
CUS-16123157|Treadclimber|Call Center|Third Party Call Center - West|CAM39712 OWN*N180FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/6/2013|5/17/2015
CUS-17967973|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44361 SPKEN120JNYNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/5/2014|5/29/2015
CUS-17952136|Treadclimber|Call Center|Call Center Internal|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/2/2014|6/30/2015
CUS-17947422|Treadclimber|Web|Web|CAM36079 dsetsf11e|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/1/2014|6/19/2015
CUS-17860062|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/2/2013|5/21/2015
CUS-17940416|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44319 OWN*N60*JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/30/2013|5/9/2015
CUS-17866479|Treadclimber|Call Center|Call Center Internal|CAM32123 dofg2tfeed1|Online Shopping|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/3/2013|6/25/2015
CUS-18012918|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44307 INSPN120GRTNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/17/2014|6/3/2015
CUS-17773326|Treadclimber|Call Center|Third Party Call Center - Triton|CAM41318 GAMLL120JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/17/2013|5/6/2015
CUS-18019208|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44299 LMN*N60*JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/19/2014|6/1/2015
CUS-1752101|Treadclimber|Call Center|Call Center Internal|CAM36573 INSPN180TSTORTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/13/2013|6/12/2015
CUS-1463641|Treadclimber|Call Center|Third Party Call Center - West|CAM38422 SOAPN180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/27/2013|5/2/2015
CUS-17789350|Treadclimber|Call Center|Call Center Internal|CAM39647 TNT*L60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/28/2013|5/15/2015
CUS-17947062|Treadclimber|Web|Web|CAM33117 dosg2tmobile|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/1/2014|6/15/2015
CUS-17949733|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44319 OWN*N60*JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/1/2014|5/7/2015
CUS-1387498|Treadclimber|Call Center|Call Center Internal|CAM38549 INSPN120FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/13/2013|6/10/2015
CUS-17913012|Treadclimber|Call Center|Third Party Call Center - West|CAM43633 MSGNP60*JRNEYWST|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|12/20/2013|5/8/2015
CUS-17835485|Treadclimber|Call Center|Call Center Internal|CAM43873 HISTN60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/23/2013|5/8/2015
CUS-17817380|Treadclimber|Call Center|Call Center Internal|CAM41319 SPKEN120JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/14/2013|5/3/2015
CUS-15971518|Treadclimber|Call Center|Call Center Internal|CAM33014 SAWDOSG2TMOBILE|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/13/2013|5/13/2015
CUS-16068674|Treadclimber|Call Center|Call Center Internal|CAM39650 LIFEN60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/1/2013|6/8/2015
CUS-15937749|Treadclimber|Call Center|Call Center Internal|CAM39705 ION*N120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/22/2013|5/25/2015
CUS-15994328|Treadclimber|Call Center|Call Center Internal|CAM36921 GOSPN120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/30/2013|5/1/2015
CUS-17822898|Treadclimber|Call Center|Call Center Internal|CAM43872 ARTSN60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/17/2013|5/25/2015
CUS-17978265|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/7/2014|6/11/2015
CUS-3168683|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/3/2013|5/31/2015
CUS-3552269|Treadclimber|Call Center|Call Center Internal|CAM38782 USALN60*FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/27/2013|5/26/2015
CUS-3878593|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/11/2014|6/1/2015
CUS-15965155|Treadclimber|Call Center|Call Center Internal|CAM39703 GOSPN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/8/2013|5/22/2015
CUS-1130850|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM41155 TVGDN60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/14/2013|5/27/2015
CUS-17735521|Treadclimber|Call Center|Call Center Internal|CAM39661 ION*N120JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/20/2013|5/9/2015
CUS-16074973|Treadclimber|Call Center|Call Center Internal|CAM39675 OWN*N180JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/6/2013|6/10/2015
CUS-17737703|Treadclimber|Call Center|Call Center Internal|CAM39647 TNT*L60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/22/2013|5/9/2015
CUS-17730372|Treadclimber|Call Center|Call Center Internal|CAM39673 INSPN180JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/17/2013|6/10/2015
CUS-15922550|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/12/2013|5/5/2015
CUS-17714316|Treadclimber|Call Center|Call Center Internal|CAM39661 ION*N120JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/8/2013|6/2/2015
CUS-15850999|Treadclimber|Call Center|Call Center Internal|CAM38564 INSPN180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/5/2013|6/3/2015
CUS-16054326|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/17/2013|5/31/2015
CUS-17817970|Treadclimber|Call Center|Call Center Internal|CAM43953 USA*N60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/14/2013|5/5/2015
CUS-17795485|Treadclimber|Call Center|Call Center Internal|CAM41322 ION*N120JVO2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/2/2013|5/22/2015
CUS-18030603|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/22/2014|6/15/2015
CUS-18047957|Treadclimber|Call Center|Call Center Internal|CAM44300 GAMLN120GRTNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/27/2014|6/9/2015
CUS-16115349|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/31/2013|6/20/2015
CUS-17960535|Treadclimber|Call Center|Call Center Internal|CAM44359 TNT*N60*JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/3/2014|5/19/2015
CUS-17744786|Treadclimber|Call Center|Call Center Internal|CAM39660 HALMN120JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/28/2013|5/19/2015
CUS-17791028|Treadclimber|Call Center|Call Center Internal|CAM41322 ION*N120JVO2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/30/2013|5/16/2015
CUS-17700197|Treadclimber|Call Center|Call Center Internal|CAM39645 AMC*L60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/31/2013|5/1/2015
CUS-15944518|Treadclimber|Call Center|Call Center Internal|CAM39703 GOSPN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/26/2013|5/19/2015
CUS-15837886|Treadclimber|Call Center|Call Center Internal|CAM38421 ION*N180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/30/2013|5/21/2015
CUS-16090958|Treadclimber|Call Center|Call Center Internal|CAM39675 OWN*N180JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/15/2013|5/30/2015
CUS-16075757|Treadclimber|Call Center|Call Center Internal|CAM39666 VEL*N120JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/6/2013|6/10/2015
CUS-16044638|Treadclimber|Call Center|Call Center Internal|CAM39220 LIFLL60*FLOOPTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/9/2013|5/26/2015
CUS-17708029|Bowflex Catalog|Call Center|Call Center Internal|CAM28156 NAUTILUSCATALOG|Catalog||BFC|Catalog - Default Offer (Satisfaction Guarantee)|9/4/2013|5/5/2015
CUS-16020495|Treadclimber|Call Center|Call Center Internal|CAM36921 GOSPN120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/20/2013|6/19/2015
CUS-15994647|Treadclimber|Call Center|Call Center Internal|CAM39707 FOXNN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/30/2013|6/15/2015
CUS-15995279|Treadclimber|Call Center|Call Center Internal|CAM36771 OWN*N180TSTORTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/1/2013|5/19/2015
CUS-16118274|Treadclimber|Call Center|Call Center Internal|CAM39681 HALMN180JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/3/2013|5/12/2015
CUS-10967422|Bowflex Catalog|Call Center|Call Center Internal|CAM27557 Bowflex Catalog|Catalog||BFC|Catalog - Default Offer (Satisfaction Guarantee)|12/3/2013|5/4/2015
CUS-15977955|Treadclimber|Call Center|Call Center Internal|CAM39705 ION*N120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/17/2013|6/8/2015
CUS-6847173|Treadclimber|Call Center|Call Center Internal|CAM34818 LMN*N60*LETTX***|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/6/2011|5/13/2015
CUS-15998911|Treadclimber|Call Center|Call Center Internal|CAM36864 HALMN120LETTXTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/4/2013|5/8/2015
CUS-17757227|Treadclimber|Call Center|Call Center Internal|CAM39645 AMC*L60*JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/6/2013|5/11/2015
CUS-17872816|Treadclimber|Call Center|Call Center Internal|CAM43741 LMN*N60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/5/2013|5/31/2015
CUS-17920950|Treadclimber|Call Center|Call Center Internal|CAM43955 LWELN60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/24/2013|5/20/2015
CUS-17994403|Treadclimber|Call Center|Call Center Internal|CAM44300 GAMLN120GRTNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/12/2014|5/25/2015
CUS-17760627|Treadclimber|Call Center|Call Center Internal|CAM41320 GMC*N120JVO2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/8/2013|5/19/2015
CUS-16118880|Treadclimber|Call Center|Call Center Internal|CAM34925 SAWDODBETT|Online Display||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|8/3/2013|6/6/2015
CUS-16112504|Treadclimber|Call Center|Call Center Internal|CAM39659 GOSPN120JRNEYTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/30/2013|5/21/2015
CUS-15961027|Treadclimber|Call Center|Call Center Internal|CAM38969 ANMLN180FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/5/2013|5/13/2015
CUS-18025562|Treadclimber|Call Center|Call Center Internal|CAM44355 USA*N60*JNY2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/21/2014|5/4/2015
CUS-17887082|Treadclimber|Call Center|Call Center Internal|CAM43703 INSPN120JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/10/2013|5/9/2015
CUS-17931474|Treadclimber|Call Center|Call Center Internal|CAM44362 OWN*N180JNYNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|12/28/2013|5/7/2015
CUS-16091889|Treadclimber|Call Center|Call Center Internal|CAM39702 PALLN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/16/2013|5/28/2015
CUS-15866176|Treadclimber|Call Center|Call Center Internal|CAM38561 OWN*N180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/11/2013|5/29/2015
CUS-17835908|Treadclimber|Call Center|Call Center Internal|CAM43864 SPKEL60*JYBOWTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/24/2013|5/29/2015
CUS-16070655|Treadclimber|Call Center|Call Center Internal|CAM39710 VEL*N120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|7/2/2013|5/19/2015
CUS-16017471|Treadclimber|Call Center|Call Center Internal|CAM39709 HALMN120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/18/2013|5/25/2015
CUS-15932415|Treadclimber|Call Center|Call Center Internal|CAM39710 VEL*N120FLFINTIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/19/2013|5/6/2015
CUS-17761405|Treadclimber|Call Center|Call Center Internal|CAM41320 GMC*N120JVO2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/9/2013|6/18/2015
CUS-15879047|Treadclimber|Call Center|Call Center Internal|CAM38425 ANMLN180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/18/2013|5/6/2015
CUS-15829224|Treadclimber|Call Center|Call Center Internal|CAM38561 OWN*N180FLY13TIC|Short Form||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/26/2013|5/30/2015
CUS-19278727|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/23/2014|5/29/2015
CUS-19258074|Treadclimber|Call Center|Call Center Internal|CAM45005 OWN*N180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/8/2014|5/18/2015
CUS-8500818|Bowflex Catalog|Call Center|Call Center Internal|CAM27557 Bowflex Catalog|Catalog||BFC|Catalog - Default Offer (Satisfaction Guarantee)|6/12/2009|5/1/2015
CUS-19278628|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44975 INSPN180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/23/2014|6/1/2015
CUS-19202672|Treadclimber|Call Center|Call Center Internal|CAM45127 VEL*N180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/27/2014|5/29/2015
CUS-19199035|Treadclimber|Call Center|Call Center Internal|CAM44974 INSPN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/25/2014|5/31/2015
CUS-19238432|Treadclimber|Call Center|Call Center Internal|CAM45022 PUREN180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|3/25/2014|5/5/2015
CUS-19279850|Treadclimber|Call Center|Third Party Call Center - West|CAM44434 USA*N60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/24/2014|6/1/2015
CUS-19264740|Treadclimber|Call Center|Call Center Internal|CAM44963 FOXNN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/13/2014|5/28/2015
CUS-17958256|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44404 DIY*N120BFMAXTIC|Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|1/3/2014|6/28/2015
CUS-19187114|Treadclimber|Call Center|Call Center Internal|CAM44974 INSPN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/19/2014|6/2/2015
CUS-19251069|Treadclimber|Call Center|Call Center Internal|CAM18205 001CUSTSERVTRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/4/2014|5/14/2015
CUS-19274353|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/20/2014|5/24/2015
CUS-19250111|Treadclimber|Call Center|Call Center Internal|CAM44923 ESQ*N120GENTSTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/3/2014|6/5/2015
CUS-19150550|Treadclimber|Call Center|Call Center Internal|CAM44468 TNT*N60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/3/2014|5/4/2015
