Internal ID,Name,Document Number,Line ID,Item,PO Inventory Status,Line Number,Quantity in Transaction Units,Expected Receipt Date,Departed Date
5001244,CUS-17003494 NLS - NCA Projects,PO-1174,17,Tooling/NCA,,,6333.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,1,Tooling/NCA,,1,266.66,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,2,Tooling/NCA,,2,116.66,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,3,Tooling/NCA,,3,400,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,4,Tooling/NCA,,4,400,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,5,Tooling/NCA,,5,8533.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,6,Tooling/NCA,,6,8000,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,7,Tooling/NCA,,7,8000,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,8,Tooling/NCA,,8,9333.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,9,Tooling/NCA,,9,12000,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,10,Tooling/NCA,,10,11200,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,11,Tooling/NCA,,11,11200,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,12,Tooling/NCA,,12,11200,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,13,Tooling/NCA,,13,8000,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,14,Tooling/NCA,,14,8000,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,15,Tooling/NCA,,15,12000,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,16,Tooling/NCA,,16,5070.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,17,Tooling/NCA,,17,3623,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,18,Tooling/NCA,,18,1,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,19,Tooling/NCA,,19,1,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,20,Tooling/NCA,,20,1,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,21,Tooling/NCA,,21,2556,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,22,Tooling/NCA,,22,2527,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,23,Tooling/NCA,,23,2440.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,24,Tooling/NCA,,24,2556,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,25,Tooling/NCA,,25,2527,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,26,Tooling/NCA,,26,2440.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,27,Tooling/NCA,,27,3973,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,28,Tooling/NCA,,28,3953,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,29,Tooling/NCA,,29,3953,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,30,Tooling/NCA,,30,2397,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,31,Tooling/NCA,,31,2397,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,32,Tooling/NCA,,32,8932.66,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,33,Tooling/NCA,,33,10938.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,34,Tooling/NCA,,34,9513.66,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,35,Tooling/NCA,,35,9105.66,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,36,Tooling/NCA,,36,7709.66,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,37,Tooling/NCA,,37,5228,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,38,Tooling/NCA,,38,4007.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,39,Tooling/NCA,,39,4007.33,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,40,Tooling/NCA,,40,1,5/6/2014,
5003429,"CUS-17003494_NCA800853 NLS - NCA Projects : Tooling Bowflex 560 Dumbbells, 20# add on stand",PO-1175,41,Tooling/NCA,,41,1,5/6/2014,
5003429,,PO-1175,43,Tooling/NCA,,42,11132,5/6/2014,
5008599,Receiver General,PO-1176,138,CA-E,,,-1,,
5008599,Minister of Finance BC,PO-1176,139,CA-E,,,-1,,
5008602,Receiver General,PO-1177,128,CA-E,,,-1,,
5008602,Minister of Finance BC,PO-1177,129,CA-E,,,-1,,
5008921,,PO-1178,1,Translation,,1,1,4/22/2014,
5015024,,PO-1190,3,CARTONS_CN,In Transit,3,4,5/6/2014,
5015027,,PO-1191,3,CARTONS_CN,In Transit,3,4,5/6/2014,
5015232,,PO-1192,3,CARTONS_CN,In Transit,3,4,5/6/2014,
5015233,,PO-1193,3,CARTONS_CN,In Transit,3,4,5/6/2014,
5015343,,PO-1194,3,CARTONS_CN,,3,4,8/23/2014,
5015968,,PO-1203,5,CARTONS_CN,In Transit,5,2,5/6/2014,
5017027,,PO-1205,3,CARTONS_CN,,3,4,5/6/2014,
5017130,,PO-1206,3,CARTONS_CN,,3,4,5/6/2014,
5017250,,PO-1216,3,CARTONS_CN,,3,4,5/6/2014,
5017253,,PO-1217,3,CARTONS_CN,,3,4,5/6/2014,
5017562,,PO-1218,3,CARTONS_CN,,3,4,5/6/2014,
5017567,,PO-1219,3,CARTONS_CN,,3,4,5/6/2014,
5018977,,PO-1293,3,CARTONS_CN,,3,4,5/6/2014,
5018980,,PO-1294,3,CARTONS_CN,,3,4,5/6/2014,
5018984,,PO-1295,3,CARTONS_CN,,3,4,5/6/2014,
5018986,,PO-1296,3,CARTONS_CN,,3,4,5/6/2014,
5019097,,PO-1300,4,CARTONS_CN,In Transit,3,4,9/14/2014,
5019104,,PO-1302,3,CARTONS_CN,In Transit,3,4,9/21/2014,
5019109,,PO-1303,3,CARTONS_CN,In Transit,3,4,9/21/2014,
5019110,,PO-1304,3,CARTONS_CN,In Transit,3,4,9/21/2014,
5019117,,PO-1305,3,CARTONS_CN,In Transit,3,4,9/23/2014,
5019118,,PO-1306,3,CARTONS_CN,In Transit,3,4,9/23/2014,
5019124,,PO-1308,3,CARTONS_CN,In Transit,3,4,9/21/2014,
5019132,,PO-1310,3,CARTONS_CN,In Transit,3,4,9/21/2014,
5020387,,PO-1445,1,SAMPLES - ALL DEPARTMENTS,,1,1,5/7/2014,
5020387,,PO-1445,2,SAMPLES - ALL DEPARTMENTS,,2,1,5/7/2014,
5026040,Receiver General,PO-1447,38,CA-E,,,-1,,
5026040,Minister of Finance BC,PO-1447,39,CA-E,,,-1,,
5026041,Receiver General,PO-1448,42,CA-E,,,-1,,
5026041,Minister of Finance BC,PO-1448,43,CA-E,,,-1,,
5026042,Receiver General,PO-1449,42,CA-E,,,-1,,
5026042,Minister of Finance BC,PO-1449,43,CA-E,,,-1,,
5059535,,PO-1456,1,Computer Software,,1,3,5/7/2014,
5059535,,PO-1456,2,Computer Software,,2,3,5/7/2014,
5256658,,PO-1462,1,Consulting & Contract Services,,1,20,5/8/2014,
5256658,,PO-1462,2,Consulting & Contract Services,,2,160,5/8/2014,
5258720,,PO-1463,1,Consulting & Contract Services,,1,1,5/8/2014,
5260999,,PO-1467,1,Computer Supplies,,1,1,5/8/2014,
5267888,,PO-1490,1,Prepaid Marketing Expenses,,1,1,5/8/2014,
5267888,,PO-1490,2,Prepaid Marketing Expenses,,2,1,5/8/2014,
5267888,,PO-1490,3,Prepaid Marketing Expenses,,3,1,5/8/2014,
5267888,,PO-1490,4,Prepaid Marketing Expenses,,4,1,5/8/2014,
5267888,,PO-1490,5,Prepaid Marketing Expenses,,5,1,5/8/2014,
5267888,Receiver General,PO-1490,10,CA-E,,,-1,,
5267888,Minister of Finance BC,PO-1490,11,CA-E,,,-1,,
5278825,,PO-1491,1,Prototypes - PD,,1,2,5/9/2014,
5278825,,PO-1491,2,Prototypes - PD,,2,2,5/9/2014,
5283440,,PO-1492,1,Certification,,1,1,5/9/2014,
5283442,,PO-1493,1,Prototypes - PD,,1,6,5/9/2014,
5283442,,PO-1493,2,Prototypes - PD,,2,6,5/9/2014,
5283556,,PO-1494,1,Prototypes - PD,,1,22,5/9/2014,
5283556,,PO-1494,2,Prototypes - PD,,2,21,5/9/2014,
5283556,,PO-1494,3,Prototypes - PD,,3,22,5/9/2014,
5283556,,PO-1494,4,Prototypes - PD,,4,22,5/9/2014,
5283556,,PO-1494,5,Shipping,,5,1,5/9/2014,
5283658,,PO-1495,1,Translation,,1,1,5/9/2014,
5292779,,PO-1496,1,Consulting & Contract Services,,1,22500,5/9/2014,
5292779,,PO-1496,2,Consulting & Contract Services,,2,22500,5/9/2014,
5293461,Receiver General,PO-1497,283,CA-E,,,-1,,
5293461,Minister of Finance BC,PO-1497,284,CA-E,,,-1,,
5324347,,PO-1498,3,CARTONS_CN,In Transit,3,4,10/16/2014,
5332261,Receiver General,PO-1502,42,CA-E,,,-1,,
5332261,Minister of Finance BC,PO-1502,43,CA-E,,,-1,,
5332469,Receiver General,PO-1503,49,CA-E,,,-1,,
5332469,Minister of Finance BC,PO-1503,50,CA-E,,,-1,,
5332474,Receiver General,PO-1504,14,CA-E,,,-1,,
5332474,Minister of Finance BC,PO-1504,15,CA-E,,,-1,,
5332679,Receiver General,PO-1505,73,CA-E,,,-1,,
5332679,Minister of Finance BC,PO-1505,74,CA-E,,,-1,,
5341696,Receiver General,PO-1507,73,CA-E,,,-1,,
5341696,Minister of Finance BC,PO-1507,74,CA-E,,,-1,,
5351340,,PO-1508,1,Packaging Supplies,,1,1008,5/12/2014,
5356384,,PO-1510,1,Product Development,,1,1,5/13/2014,
5356636,,PO-1511,1,Certification,,1,1,5/13/2014,
5365478,Receiver General,PO-1513,39,CA-E,,,-1,,
5365478,Minister of Finance BC,PO-1513,40,CA-E,,,-1,,
5365594,Receiver General,PO-1514,14,CA-E,,,-1,,
5365594,Minister of Finance BC,PO-1514,15,CA-E,,,-1,,
5365799,Receiver General,PO-1515,14,CA-E,,,-1,,
5365799,Minister of Finance BC,PO-1515,15,CA-E,,,-1,,
5366015,Receiver General,PO-1516,66,CA-E,,,-1,,
5366015,Minister of Finance BC,PO-1516,67,CA-E,,,-1,,
5369225,,PO-1523,3,CARTONS_CN,In Transit,3,4,5/13/2014,
5369226,,PO-1524,3,CARTONS_CN,In Transit,3,4,5/13/2014,
5369327,,PO-1525,3,CARTONS_CN,In Transit,3,4,5/13/2014,
5369328,,PO-1526,3,CARTONS_CN,In Transit,3,4,5/13/2014,
5369329,,PO-1527,3,CARTONS_CN,In Transit,3,4,5/13/2014,
5369333,,PO-1531,3,CARTONS_CN,,3,4,5/13/2014,
5369334,,PO-1532,3,CARTONS_CN,,3,4,5/13/2014,
5369435,,PO-1533,3,CARTONS_CN,,3,4,5/13/2014,
5369436,,PO-1534,3,CARTONS_CN,,3,4,5/13/2014,
5369438,,PO-1535,5,CARTONS_CN,In Transit,5,2,5/13/2014,
5369539,,PO-1536,5,CARTONS_CN,In Transit,5,2,5/13/2014,
5369540,,PO-1537,5,CARTONS_CN,In Transit,5,2,5/13/2014,
5369641,,PO-1538,5,CARTONS_CN,In Transit,5,2,5/13/2014,
5369742,,PO-1539,5,CARTONS_CN,In Transit,5,2,5/13/2014,
5369743,,PO-1540,5,CARTONS_CN,,5,2,5/13/2014,
5369744,,PO-1541,5,CARTONS_CN,,5,2,5/13/2014,
5369745,,PO-1542,5,CARTONS_CN,,5,2,5/13/2014,
5380889,,PO-1545,1,Consulting & Contract Services,,1,1,5/14/2014,
5387554,Receiver General,PO-1546,11,CA-E,,,-1,,
5387554,Minister of Finance BC,PO-1546,12,CA-E,,,-1,,
5388596,Receiver General,PO-1547,35,CA-E,,,-1,,
5388596,Minister of Finance BC,PO-1547,36,CA-E,,,-1,,
5398633,,PO-1553,1,Certification,,1,1,5/15/2014,
5413281,,PO-1560,6,SAMPLES - ALL DEPARTMENTS,,6,1,5/15/2014,
5413281,,PO-1560,7,SAMPLES - ALL DEPARTMENTS,,7,1,5/15/2014,
5413281,,PO-1560,9,SAMPLES - ALL DEPARTMENTS,,9,1,5/15/2014,
5413281,,PO-1560,10,SAMPLES - ALL DEPARTMENTS,,10,1,5/15/2014,
5413808,,PO-1561,1,Computer Software,,1,1,5/15/2014,
5427857,Receiver General,PO-1601,9,CA-E,,,-1,,
5427857,Minister of Finance BC,PO-1601,10,CA-E,,,-1,,
5434181,Receiver General,PO-1613,54,CA-E,,,-1,,
5434181,Minister of Finance BC,PO-1613,55,CA-E,,,-1,,
5435834,,PO-1614,1,Pallets,,1,280,5/16/2014,
5435834,,PO-1614,2,Pallets,,2,50,5/16/2014,
5435834,,PO-1614,3,Pallets,,3,40,5/16/2014,
5436181,Receiver General,PO-1615,102,CA-E,,,-1,,
5436181,Minister of Finance BC,PO-1615,103,CA-E,,,-1,,
5437307,Receiver General,PO-1616,9,CA-E,,,-1,,
5437307,Minister of Finance BC,PO-1616,10,CA-E,,,-1,,
5437744,Receiver General,PO-1617,129,CA-E,,,-1,,
5437744,Minister of Finance BC,PO-1617,130,CA-E,,,-1,,
5483102,Receiver General,PO-1630,36,CA-E,,,-1,,
5483102,Minister of Finance BC,PO-1630,37,CA-E,,,-1,,
5485066,Receiver General,PO-1632,24,CA-E,,,-1,,
5485066,Minister of Finance BC,PO-1632,25,CA-E,,,-1,,
5485381,Receiver General,PO-1639,90,CA-E,,,-1,,
5485381,Minister of Finance BC,PO-1639,91,CA-E,,,-1,,
5487240,Receiver General,PO-1652,26,CA-E,,,-1,,
5487240,Minister of Finance BC,PO-1652,27,CA-E,,,-1,,
5489335,Receiver General,PO-1653,26,CA-E,,,-1,,
5489335,Minister of Finance BC,PO-1653,27,CA-E,,,-1,,
5489651,Receiver General,PO-1654,71,CA-E,,,-1,,
5489651,Minister of Finance BC,PO-1654,72,CA-E,,,-1,,
5493281,,PO-1655,1,Certification,,1,1,5/19/2014,
5509964,Receiver General,PO-1660,56,CA-E,,,-1,,
5509964,Minister of Finance BC,PO-1660,57,CA-E,,,-1,,
5521767,,PO-1662,1,Packaging Supplies,,1,3,5/20/2014,
5521767,,PO-1662,2,Packaging Supplies,,2,3,5/20/2014,
5521767,,PO-1662,3,Packaging Supplies,,3,6,5/20/2014,
5521767,,PO-1662,4,Packaging Supplies,,4,3,5/20/2014,
5521767,,PO-1662,5,Packaging Supplies,,5,4,5/20/2014,
5521767,,PO-1662,6,Packaging Supplies,,6,2,5/20/2014,
5521767,,PO-1662,7,Packaging Supplies,,7,1,5/20/2014,
5521767,,PO-1662,8,Packaging Supplies,,8,3,5/20/2014,
5521767,,PO-1662,9,Packaging Supplies,,9,5,5/20/2014,
5521767,,PO-1662,10,Packaging Supplies,,10,3,5/20/2014,
5521767,,PO-1662,11,Packaging Supplies,,11,1,5/20/2014,
5521767,,PO-1662,12,Packaging Supplies,,12,4,5/20/2014,
5521767,,PO-1662,13,Packaging Supplies,,13,1,5/20/2014,
5521767,,PO-1662,14,Packaging Supplies,,14,11,5/20/2014,
5521767,,PO-1662,15,Packaging Supplies,,15,2,5/20/2014,
5521767,,PO-1662,16,Repairs & Maintenance,,16,1,5/20/2014,
5526396,,PO-1663,1,SAMPLES - ALL DEPARTMENTS,,1,2,5/20/2014,
5536339,Receiver General,PO-1664,13,CA-E,,,-1,,
5536339,Minister of Finance BC,PO-1664,14,CA-E,,,-1,,
5576465,Receiver General,PO-1665,56,CA-E,,,-1,,
5576465,Minister of Finance BC,PO-1665,57,CA-E,,,-1,,
5583831,,PO-1666,1,Product Development,,1,1,5/21/2014,
5583831,,PO-1666,2,Product Development,,2,1,5/21/2014,
5586476,,PO-1670,4,CARTONS_CN,In Transit,4,2,9/5/2014,
5586579,,PO-1671,4,CARTONS_CN,In Transit,4,2,9/5/2014,
5586680,,PO-1672,4,CARTONS_CN,In Transit,4,2,9/5/2014,
5586687,,PO-1673,4,CARTONS_CN,In Transit,4,2,9/15/2014,
5586688,,PO-1674,4,CARTONS_CN,In Transit,4,2,9/15/2014,
5586689,,PO-1675,4,CARTONS_CN,In Transit,4,2,9/12/2014,
5587209,,PO-1679,5,CARTONS_CN,,5,1,9/25/2014,
5587310,,PO-1680,5,CARTONS_CN,,5,1,9/25/2014,
5600759,,PO-1696,1,Prepaid Marketing Expenses,,1,1,5/21/2014,
5601570,,PO-1697,1,Prepaid Marketing Expenses,,1,1,5/22/2014,
5602078,,PO-1698,1,Prepaid Marketing Expenses,,1,1,5/22/2014,
5619333,Receiver General,PO-1700,214,CA-E,,,-1,,
5619333,Minister of Finance BC,PO-1700,215,CA-E,,,-1,,
5620471,Receiver General,PO-1701,20,CA-E,,,-1,,
5620471,Minister of Finance BC,PO-1701,21,CA-E,,,-1,,
5620686,Receiver General,PO-1702,88,CA-E,,,-1,,
5620686,Minister of Finance BC,PO-1702,89,CA-E,,,-1,,
5621520,Receiver General,PO-1703,14,CA-E,,,-1,,
5621520,Minister of Finance BC,PO-1703,15,CA-E,,,-1,,
5726913,,PO-1708,1,SAMPLES - ALL DEPARTMENTS,,1,1,5/27/2014,
5731495,Receiver General,PO-1709,14,CA-E,,,-1,,
5731495,Minister of Finance BC,PO-1709,15,CA-E,,,-1,,
5732104,Receiver General,PO-1710,14,CA-E,,,-1,,
5732104,Minister of Finance BC,PO-1710,15,CA-E,,,-1,,
5733472,Receiver General,PO-1711,20,CA-E,,,-1,,
5733472,Minister of Finance BC,PO-1711,21,CA-E,,,-1,,
5733589,Receiver General,PO-1712,21,CA-E,,,-1,,
5733589,Minister of Finance BC,PO-1712,22,CA-E,,,-1,,
5734002,Receiver General,PO-1713,14,CA-E,,,-1,,
5734002,Minister of Finance BC,PO-1713,15,CA-E,,,-1,,
5735252,Receiver General,PO-1714,36,CA-E,,,-1,,
5735252,Minister of Finance BC,PO-1714,37,CA-E,,,-1,,
5735754,Receiver General,PO-1715,27,CA-E,,,-1,,
5735754,Minister of Finance BC,PO-1715,28,CA-E,,,-1,,
5735961,Receiver General,PO-1716,21,CA-E,,,-1,,
5735961,Minister of Finance BC,PO-1716,22,CA-E,,,-1,,
5738959,Receiver General,PO-1717,110,CA-E,,,-1,,
5738959,Minister of Finance BC,PO-1717,111,CA-E,,,-1,,
5740215,Receiver General,PO-1718,92,CA-E,,,-1,,
5740215,Minister of Finance BC,PO-1718,93,CA-E,,,-1,,
5740235,Receiver General,PO-1719,82,CA-E,,,-1,,
5740235,Minister of Finance BC,PO-1719,83,CA-E,,,-1,,
5740857,Receiver General,PO-1720,144,CA-E,,,-1,,
5740857,Minister of Finance BC,PO-1720,145,CA-E,,,-1,,
5759462,,PO-1721,1,Consulting & Contract Services,,1,1,5/28/2014,
5762820,,PO-1723,1,Pallets,,1,300,5/28/2014,
5762820,,PO-1723,2,Pallets,,2,120,5/28/2014,
5762820,,PO-1723,3,Pallets,,3,5,5/28/2014,
5762820,,PO-1723,4,Pallets,,4,50,5/28/2014,
5762820,,PO-1723,5,Pallets,,5,10,5/28/2014,
5763544,Receiver General,PO-1724,102,CA-E,,,-1,,
5763544,Minister of Finance BC,PO-1724,103,CA-E,,,-1,,
5781611,Receiver General,PO-1726,20,CA-E,,,-1,,
5781611,Minister of Finance BC,PO-1726,21,CA-E,,,-1,,
5799965,Receiver General,PO-1748,72,CA-E,,,-1,,
5799965,Minister of Finance BC,PO-1748,73,CA-E,,,-1,,
5804897,Receiver General,PO-1749,81,CA-E,,,-1,,
5804897,Minister of Finance BC,PO-1749,82,CA-E,,,-1,,
5807837,Receiver General,PO-1750,63,CA-E,,,-1,,
5807837,Minister of Finance BC,PO-1750,64,CA-E,,,-1,,
5810562,Receiver General,PO-1751,63,CA-E,,,-1,,
5810562,Minister of Finance BC,PO-1751,64,CA-E,,,-1,,
5813490,,PO-1752,1,Shipping,,1,1,5/29/2014,
5862448,,PO-1753,1,Consulting & Contract Services,,1,10000,5/29/2014,
5864177,Receiver General,PO-1754,38,CA-E,,,-1,,
5864177,Minister of Finance BC,PO-1754,39,CA-E,,,-1,,
5865686,Receiver General,PO-1755,14,CA-E,,,-1,,
5865686,Minister of Finance BC,PO-1755,15,CA-E,,,-1,,
5922065,,PO-1757,1,SAMPLES - ALL DEPARTMENTS,,1,1,5/29/2014,
6025996,,PO-1758,2,Tooling/NCA,,1,6,5/30/2014,
6025996,,PO-1758,3,Consulting & Contract Services,,2,1,5/30/2014,
6025997,Receiver General,PO-1759,81,CA-E,,,-1,,
6025997,Minister of Finance BC,PO-1759,82,CA-E,,,-1,,
6026822,Receiver General,PO-1760,79,CA-E,,,-1,,
6026822,Minister of Finance BC,PO-1760,80,CA-E,,,-1,,
6027340,Receiver General,PO-1761,120,CA-E,,,-1,,
6027340,Minister of Finance BC,PO-1761,121,CA-E,,,-1,,
6028062,Receiver General,PO-1762,122,CA-E,,,-1,,
6028062,Minister of Finance BC,PO-1762,123,CA-E,,,-1,,
6031942,,PO-1763,1,SAMPLES - ALL DEPARTMENTS,,1,4,6/13/2014,
6039370,,PO-1764,1,Certification,,1,1,5/30/2014,
6100633,,PO-1765,1,Certification,,1,1,6/2/2014,
6101650,,PO-1766,1,Consulting & Contract Services,,1,1,6/2/2014,
6104729,CUS-19500010PRJ-2 NLS CORP ORDERS Direct Marketing : Direct Conversion Stream,PO-1767,1,Consulting & Contract Services,,1,1,6/2/2014,
6113942,Receiver General,PO-1768,8,CA-E,,,-1,,
6113942,Minister of Finance BC,PO-1768,9,CA-E,,,-1,,
6114778,Receiver General,PO-1769,8,CA-E,,,-1,,
6114778,Minister of Finance BC,PO-1769,9,CA-E,,,-1,,
6165108,,PO-1770,1,Pallets,,1,400,6/3/2014,
6181949,Receiver General,PO-1776,16,CA-E,,,-1,,
6181949,Minister of Finance BC,PO-1776,17,CA-E,,,-1,,
6189754,Receiver General,PO-1778,85,CA-E,,,-1,,
6189754,Minister of Finance BC,PO-1778,86,CA-E,,,-1,,
6189876,Receiver General,PO-1779,52,CA-E,,,-1,,
6189876,Minister of Finance BC,PO-1779,53,CA-E,,,-1,,
6190296,Receiver General,PO-1780,9,CA-E,,,-1,,
6190296,Minister of Finance BC,PO-1780,10,CA-E,,,-1,,
6190608,Receiver General,PO-1781,14,CA-E,,,-1,,
6190608,Minister of Finance BC,PO-1781,15,CA-E,,,-1,,
6192239,Receiver General,PO-1782,8,CA-E,,,-1,,
6192239,Minister of Finance BC,PO-1782,9,CA-E,,,-1,,
6194388,Receiver General,PO-1783,41,CA-E,,,-1,,
6194388,Minister of Finance BC,PO-1783,42,CA-E,,,-1,,
6194703,Receiver General,PO-1784,67,CA-E,,,-1,,
6194703,Minister of Finance BC,PO-1784,68,CA-E,,,-1,,
6216785,,PO-1786,1,Pallets,,1,400,6/5/2014,
6219084,Receiver General,PO-1787,35,CA-E,,,-1,,
6219084,Minister of Finance BC,PO-1787,36,CA-E,,,-1,,
6220330,Receiver General,PO-1788,41,CA-E,,,-1,,
6220330,Minister of Finance BC,PO-1788,42,CA-E,,,-1,,
6224349,Receiver General,PO-1789,95,CA-E,,,-1,,
6224349,Minister of Finance BC,PO-1789,96,CA-E,,,-1,,
6235522,Receiver General,PO-1791,8,CA-E,,,-1,,
6235522,Minister of Finance BC,PO-1791,9,CA-E,,,-1,,
6247655,,PO-1794,1,Packaging Supplies,,1,2,6/6/2014,
6247655,,PO-1794,2,Packaging Supplies,,2,10,6/6/2014,
6247655,,PO-1794,3,Packaging Supplies,,3,3,6/6/2014,
6247655,,PO-1794,4,Packaging Supplies,,4,500,6/6/2014,
6247655,,PO-1794,5,Packaging Supplies,,5,2,6/6/2014,
6247655,,PO-1794,6,Packaging Supplies,,6,3,6/6/2014,
6247655,,PO-1794,7,Packaging Supplies,,7,1,6/6/2014,
6247655,,PO-1794,8,Packaging Supplies,,8,1,6/6/2014,
6247655,,PO-1794,9,Packaging Supplies,,9,2,6/6/2014,
6247655,,PO-1794,10,Packaging Supplies,,10,1,6/6/2014,
6247655,,PO-1794,11,Packaging Supplies,,11,1,6/6/2014,
6247655,,PO-1794,12,Packaging Supplies,,12,2,6/6/2014,
6247655,,PO-1794,13,Packaging Supplies,,13,14,6/6/2014,
6247655,,PO-1794,14,Packaging Supplies,,14,18,6/6/2014,
6247655,,PO-1794,15,Packaging Supplies,,15,2,6/6/2014,
6258180,Receiver General,PO-1795,14,CA-E,,,-1,,
6258180,Minister of Finance BC,PO-1795,15,CA-E,,,-1,,
6263915,Receiver General,PO-1796,14,CA-E,,,-1,,
