Treadclimber,CAM45043 SAWDOFG2E,,3/3/2015,3/2/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM16414 DEGBFTRC,,3/15/2015,3/9/2015,10,Electronic - UnSourced,Web
Treadclimber,CAM23584 degcfootlinkbf,,3/12/2015,3/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/9/2015,3/9/2015,3/9/2015,4,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/9/2015,3/9/2015,17,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/10/2015,3/10/2015,3/9/2015,8,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/10/2015,3/9/2015,14,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/11/2015,3/11/2015,3/9/2015,6,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/17/2015,3/11/2015,3/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/11/2015,3/9/2015,17,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/12/2015,3/12/2015,3/9/2015,5,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/12/2015,3/9/2015,11,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/13/2015,3/13/2015,3/9/2015,4,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/13/2015,3/9/2015,9,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/14/2015,3/14/2015,3/9/2015,6,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/14/2015,3/9/2015,17,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/15/2015,3/9/2015,10,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,3/11/2015,3/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,3/14/2015,3/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM40760 ICATHOME,3/13/2015,3/13/2015,3/9/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/9/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM41189 degemax,,3/9/2015,3/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/10/2015,3/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/11/2015,3/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/14/2015,3/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM44236 SAWMAX,,3/9/2015,3/9/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/11/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/12/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/13/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/9/2015,3/9/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Treadclimber,CAM44433 dege1sitemx,,3/12/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44433 dege1sitemx,,3/11/2015,3/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/12/2015,3/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/13/2015,3/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/14/2015,3/9/2015,4,Electronic - UnSourced,Web
Treadclimber,CAM44626 1800BOWFLEX_BMT,,3/10/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,3/11/2015,3/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,3/13/2015,3/9/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,3/9/2015,3/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,3/10/2015,3/10/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,3/10/2015,3/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,3/11/2015,3/9/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,3/12/2015,3/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,3/14/2015,3/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,3/15/2015,3/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,3/9/2015,3/9/2015,3/9/2015,1,Electronic - UnSourced,Third Party Call Center - West
Treadclimber,CAM10390 SAWWEBCTC,3/9/2015,3/9/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM12351 SAWFROOGTC,,3/11/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM12351 SAWFROOGTC,3/15/2015,3/15/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM12351 SAWFROOGTC,3/11/2015,3/11/2015,3/9/2015,1,Online,Third Party Call Center - Evolve
Treadclimber,CAM12351 SAWFROOGTC,,3/12/2015,3/9/2015,1,Online,Third Party Call Center - Evolve
Treadclimber,CAM13623 TREVCPL468,,3/12/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM41400 AFFRATED,,3/14/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,3/9/2015,3/9/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,3/9/2015,3/9/2015,2,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,3/10/2015,3/9/2015,2,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,3/11/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,3/12/2015,3/12/2015,3/9/2015,2,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,3/12/2015,3/9/2015,5,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,3/13/2015,3/13/2015,3/9/2015,2,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,3/13/2015,3/9/2015,2,Online,Call Center Internal
Treadclimber,CAM6110 SAWGOOGTC,,3/14/2015,3/9/2015,1,Online,Call Center Internal
Treadclimber,CAM33860 dodmagtdrt1,3/11/2015,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM38445 dodnettdl1,,3/10/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM38445 dodnettdl1,3/11/2015,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM38445 dodnettdl1,,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM39390 dodqctdl5,3/14/2015,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM39390 dodqctdl5,,3/14/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM39391 dodrftdl4,3/9/2015,3/9/2015,3/9/2015,5,Online Display,Web
Treadclimber,CAM39391 dodrftdl4,3/10/2015,3/10/2015,3/9/2015,3,Online Display,Web
Treadclimber,CAM39391 dodrftdl4,3/11/2015,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM39391 dodrftdl4,3/12/2015,3/12/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM39391 dodrftdl4,3/13/2015,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM39391 dodrftdl4,3/14/2015,3/14/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM45518 DODADCTDL2,3/9/2015,3/9/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM45518 DODADCTDL2,3/14/2015,3/14/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46041 DODYBTTDL5,3/11/2015,3/11/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46542 DODQCTDL10,,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46542 DODQCTDL10,3/14/2015,3/14/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46544 DODRFTML2,3/9/2015,3/9/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46544 DODRFTML2,3/11/2015,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46544 DODRFTML2,3/13/2015,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46544 DODRFTML2,3/14/2015,3/14/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46549 DODADCTDL6,,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46549 DODADCTDL6,3/12/2015,3/12/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46549 DODADCTDL6,3/13/2015,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46551 DODMAGTDL6,3/12/2015,3/12/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46551 DODMAGTDL6,,3/12/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46551 DODMAGTDL6,,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46551 DODMAGTDL6,3/14/2015,3/14/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,,3/9/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,3/10/2015,3/10/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,3/11/2015,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,,3/12/2015,3/9/2015,3,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,3/13/2015,3/13/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,,3/14/2015,3/9/2015,2,Online Display,Web
Treadclimber,CAM46552 DODNETTDL7,,3/15/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,3/9/2015,3/9/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,,3/10/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,3/11/2015,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,,3/11/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,3/12/2015,3/12/2015,3/9/2015,3,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,,3/13/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM46553 DODRFTDL8,,3/14/2015,3/9/2015,1,Online Display,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/9/2015,3/9/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/9/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/10/2015,3/10/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/10/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/11/2015,3/11/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/11/2015,3/9/2015,7,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/12/2015,3/12/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/12/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/13/2015,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/13/2015,3/9/2015,3,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/14/2015,3/14/2015,3/9/2015,3,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,3/16/2015,3/14/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/14/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM31082 dosg2tgl1tc,,3/15/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM32307 SAWDOSG2C,,3/13/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM32376 dosg2csl1,,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM32595 SAWDOSBIT,,3/9/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,,3/10/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,,3/11/2015,3/9/2015,3,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,3/13/2015,3/13/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,,3/14/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,,3/15/2015,3/9/2015,2,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,,3/11/2015,3/9/2015,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM36194 dosg2tsl1,,3/9/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM36194 dosg2tsl1,,3/10/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM36194 dosg2tsl1,3/12/2015,3/12/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM36194 dosg2tsl1,,3/12/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM36194 dosg2tsl1,,3/13/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM36194 dosg2tsl1,3/16/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM36206 dosg2tsl7,3/9/2015,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM36206 dosg2tsl7,3/10/2015,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM36206 dosg2tsl7,3/12/2015,3/12/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/9/2015,3/9/2015,3/9/2015,11,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/12/2015,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/9/2015,3/9/2015,27,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/10/2015,3/10/2015,3/9/2015,16,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/10/2015,3/9/2015,18,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/11/2015,3/11/2015,3/9/2015,20,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/11/2015,3/9/2015,21,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/12/2015,3/12/2015,3/9/2015,12,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,4/19/2015,3/12/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/12/2015,3/9/2015,15,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/13/2015,3/13/2015,3/9/2015,7,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/14/2015,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/13/2015,3/9/2015,22,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/14/2015,3/14/2015,3/9/2015,11,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/14/2015,3/9/2015,19,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,3/22/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,3/15/2015,3/9/2015,10,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/9/2015,3/9/2015,3/9/2015,12,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/10/2015,3/10/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/11/2015,3/11/2015,3/9/2015,8,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/12/2015,3/12/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,,3/12/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/13/2015,3/13/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/14/2015,3/14/2015,3/9/2015,8,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,3/15/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37494 dosbitsl7,,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37494 dosbitsl7,,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37494 dosbitsl7,3/12/2015,3/12/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37494 dosbitsl7,,3/14/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37494 dosbitsl7,,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37495 dosbitsl8,3/9/2015,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37495 dosbitsl8,3/11/2015,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/9/2015,3/9/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/9/2015,3/9/2015,8,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/10/2015,3/10/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/10/2015,3/9/2015,10,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/11/2015,3/11/2015,3/9/2015,8,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/11/2015,3/9/2015,14,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/12/2015,3/12/2015,3/9/2015,7,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/12/2015,3/9/2015,9,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/13/2015,3/13/2015,3/9/2015,7,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/13/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/14/2015,3/14/2015,3/9/2015,11,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,3/16/2015,3/14/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/14/2015,3/9/2015,8,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,3/15/2015,3/9/2015,9,Online Search,Web
Treadclimber,CAM37657 dosbitsl9,3/13/2015,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/9/2015,3/9/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/10/2015,3/10/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,,3/10/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/11/2015,3/11/2015,3/9/2015,7,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/21/2015,3/11/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,,3/11/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/12/2015,3/12/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/13/2015,3/13/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/14/2015,3/14/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/16/2015,3/14/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/23/2015,3/14/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,,3/14/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,3/15/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,3/11/2015,3/11/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,,3/11/2015,3/9/2015,3,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,,3/12/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,3/13/2015,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM39442 dosbitgl1tc,,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM40997 icaosbctsl6,3/12/2015,3/12/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/9/2015,3/9/2015,3/9/2015,17,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/9/2015,3/9/2015,7,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/10/2015,3/10/2015,3/9/2015,12,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/11/2015,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/10/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/11/2015,3/11/2015,3/9/2015,13,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/11/2015,3/9/2015,9,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/12/2015,3/12/2015,3/9/2015,13,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/12/2015,3/9/2015,8,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/13/2015,3/13/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/13/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/14/2015,3/14/2015,3/9/2015,12,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/14/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,3/16/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43666 dosg2tmobile4,,3/15/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,3/9/2015,3/9/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,3/10/2015,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,3/11/2015,3/11/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,,3/11/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,,3/12/2015,3/9/2015,3,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,3/14/2015,3/14/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,3/15/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM43804 dosg2tmobile6,,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,3/12/2015,3/12/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,3/15/2015,3/15/2015,3/9/2015,2,Online Search,Call Center Internal
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,3/14/2015,3/14/2015,3/9/2015,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44223 SAWDOSBIE,,3/10/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,3/11/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,3/12/2015,3/9/2015,2,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,3/14/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,3/15/2015,3/9/2015,2,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,3/13/2015,3/9/2015,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44230 SAWDOSG2E,,3/14/2015,3/9/2015,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44429 dosbiesl1,,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,3/11/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,3/10/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,3/11/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,3/14/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44489 icaosgctml2,3/11/2015,3/11/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,3/14/2015,3/9/2015,3,Online Search,Web
Treadclimber,CAM44539 SAWDOSG2EMOBILE2,,3/9/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM44539 SAWDOSG2EMOBILE2,,3/10/2015,3/9/2015,1,Online Search,Call Center Internal
Treadclimber,CAM45009 dosg2eml1,,3/10/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/9/2015,3/9/2015,3/9/2015,5,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/9/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/10/2015,3/10/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/10/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/11/2015,3/11/2015,3/9/2015,6,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/11/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/12/2015,3/12/2015,3/9/2015,3,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/12/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/13/2015,3/13/2015,3/9/2015,4,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/13/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/14/2015,3/14/2015,3/9/2015,10,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/14/2015,3/9/2015,2,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,3/15/2015,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,3/15/2015,3/9/2015,1,Online Search,Web
Treadclimber,CAM47152 DOSBIESL8,,3/11/2015,3/9/2015,1,Online Search,Web
